time_intervals,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,pkt_get,pkt_data,pkt_put,pkt_ack,inport_local,inport_north,inport_south,inport_east,inport_west,outport_local,outport_north,outport_south,outport_east,outport_west,target,tot_packets,tot_mean
3020000,591,331,266,180,228,78,90,78,132,54,72,60,84,78,60,48,203,1016,1007,204,594,372,548,372,544,593,372,542,372,551,1,2382,158.8
3020000,525,280,220,150,210,84,65,72,114,36,41,48,84,78,60,48,177,885,876,177,525,336,462,334,458,527,333,457,336,462,0,2067,137.8
3030000,654,294,234,150,300,114,108,114,199,66,66,66,84,48,30,36,215,1060,1075,213,655,426,522,438,522,654,438,522,427,522,0,2527,168.46666666666667
3030000,590,301,222,132,240,114,90,72,132,48,42,36,54,42,24,24,180,903,900,180,588,324,465,324,462,590,324,462,324,463,1,2139,142.6
3040000,522,240,156,84,270,78,72,84,203,138,102,102,66,54,42,36,186,945,930,188,521,450,420,438,420,522,438,420,449,420,0,2213,147.53333333333333
3040000,601,258,186,114,330,90,84,114,252,150,114,114,84,48,30,36,217,1086,1085,217,600,516,487,516,486,601,516,486,516,486,1,2569,171.26666666666668
3050000,793,372,258,138,397,150,120,84,264,102,78,72,168,138,84,48,272,1360,1362,272,793,642,594,643,594,792,644,594,642,594,0,3218,214.53333333333333
3050000,702,342,222,120,336,132,108,72,241,85,60,72,174,144,96,48,248,1220,1240,246,703,588,529,600,534,702,600,534,589,529,1,2906,193.73333333333332
3060000,647,312,210,96,299,96,78,72,210,90,78,66,96,90,78,60,215,1075,1073,215,647,486,480,485,480,648,484,480,486,480,0,2518,167.86666666666667
3060000,670,294,198,108,348,114,96,90,233,107,102,72,90,96,84,72,229,1165,1149,231,669,552,509,540,504,670,540,504,551,509,1,2702,180.13333333333333
3070000,612,294,204,126,282,102,108,96,162,66,78,60,60,30,24,24,194,970,970,194,612,378,480,378,480,612,378,480,378,480,0,2304,153.6
3070000,626,324,228,144,270,84,96,102,168,72,84,72,72,30,24,24,203,1005,1011,201,626,378,516,384,516,626,384,516,378,516,1,2396,159.73333333333332
3080000,540,246,180,120,258,96,72,96,180,90,72,78,66,36,30,36,183,915,915,183,540,390,438,390,438,540,390,438,390,438,0,2160,144.0
3080000,540,222,156,108,270,108,78,96,174,78,66,78,54,18,18,36,176,870,880,174,540,372,402,378,408,540,378,408,372,402,1,2064,137.6
3090000,396,258,198,126,138,12,36,60,114,60,78,90,54,6,6,12,137,685,685,137,396,228,396,228,396,396,228,396,228,396,0,1632,108.8
3090000,399,228,222,120,173,18,42,78,138,66,78,102,78,48,42,60,156,796,780,160,402,320,432,312,426,399,312,426,323,432,1,1832,122.13333333333334
3100000,315,174,174,114,139,6,18,72,132,54,66,102,78,18,18,36,126,634,630,126,312,262,342,258,342,315,258,342,259,342,1,1480,98.66666666666667
3100000,343,216,168,114,127,6,24,60,121,61,83,96,60,0,0,0,125,604,625,125,348,218,337,228,348,343,228,348,218,342,0,1479,98.6
3110000,389,192,138,78,185,6,36,42,185,95,115,84,36,0,0,0,130,671,650,130,384,292,317,282,306,389,282,306,292,312,0,1581,105.4
3110000,432,186,180,102,234,6,42,78,234,108,138,132,72,24,24,48,170,850,850,170,432,408,396,408,396,432,408,396,408,396,1,1992,132.8
3120000,405,210,192,114,197,6,42,54,186,102,132,102,54,6,6,12,152,756,760,152,408,320,384,324,384,405,324,384,323,384,0,1808,120.53333333333333
3120000,378,204,198,96,175,6,42,60,163,91,121,97,54,18,18,36,149,715,745,148,379,307,369,318,384,378,318,384,308,369,1,1721,114.73333333333333
3130000,627,288,198,120,337,102,102,96,240,66,60,66,144,96,66,60,222,1114,1110,222,624,538,486,534,486,627,534,486,535,486,0,2608,173.86666666666667
3130000,559,229,168,102,329,90,96,72,239,59,65,59,144,84,54,36,196,1010,982,197,558,509,417,498,403,558,498,404,508,417,1,2349,156.6
3140000,486,282,228,120,192,66,102,84,109,55,79,49,42,48,54,36,172,830,860,170,487,300,459,312,474,486,312,474,301,459,0,1996,133.06666666666666
3140000,503,269,198,114,210,72,90,96,126,66,72,54,42,48,54,36,171,855,853,171,503,324,450,324,449,504,324,448,324,450,1,2014,134.26666666666668
3150000,747,369,288,198,366,134,114,90,204,98,96,66,84,42,42,36,247,1235,1245,247,747,492,618,496,621,746,497,621,492,618,1,2938,195.86666666666667
3150000,762,348,258,180,390,144,102,90,227,107,83,53,96,48,36,24,243,1245,1215,245,761,522,585,510,570,762,510,570,521,585,0,2924,194.93333333333334
