time,outport,inport,packet_type,flit_id,flit_type,vnet,vc,src_ni,src_router,dst_ni,dst_router,pkt_chuck,hop_count,current_hop,hop_percentage,waiting_time,pkt_count,pkt_count_inc,pkt_max,counting_index_pos,counting_index_100,target
809991,0,0,5,4,2,2,8,17,1,17,1,2554,0,0,0.0,32,1,1,1,1,1,1
809992,4,0,6,0,3,2,9,17,1,0,0,2554,1,0,0.0,4,1,1,1,1,1,1
810014,4,0,3,0,0,4,17,17,1,0,0,2555,1,0,0.0,4,1,1,1,1,1,1
810015,4,0,3,1,1,4,17,17,1,0,0,2555,1,0,0.0,5,1,1,1,1,1,1
810016,4,0,3,2,1,4,17,17,1,0,0,2555,1,0,0.0,6,1,1,1,1,1,1
810017,4,0,3,3,1,4,17,17,1,0,0,2555,1,0,0.0,7,1,1,1,1,1,1
810021,4,0,3,4,2,4,17,17,1,0,0,2555,1,0,0.0,11,1,1,1,1,1,1
810176,2,4,4,0,0,2,8,0,0,18,2,2556,2,1,0.5,8,1,1,1,1,1,1
810183,2,4,4,1,1,2,8,0,0,18,2,2556,2,1,0.5,15,1,1,1,1,1,1
810190,2,4,4,2,1,2,8,0,0,18,2,2556,2,1,0.5,22,1,1,1,1,1,1
810197,2,4,4,3,1,2,8,0,0,18,2,2556,2,1,0.5,29,1,1,1,1,1,1
810204,2,4,4,4,2,2,8,0,0,18,2,2556,2,1,0.5,36,1,1,1,1,1,1
810205,2,4,0,0,3,2,9,0,0,18,2,2557,2,1,0.5,36,1,1,1,1,1,1
810220,0,2,5,0,0,2,8,18,2,17,1,2556,1,1,1.0,8,1,1,1,1,1,1
810227,0,2,5,1,1,2,8,18,2,17,1,2556,1,1,1.0,15,1,1,1,1,1,1
810234,0,2,5,2,1,2,8,18,2,17,1,2556,1,1,1.0,22,1,1,1,1,1,1
810241,0,2,5,3,1,2,8,18,2,17,1,2556,1,1,1.0,29,1,1,1,1,1,1
810248,0,2,5,4,2,2,8,18,2,17,1,2556,1,1,1.0,36,1,1,1,1,1,1
810249,0,2,1,0,3,2,9,18,2,17,1,2557,1,1,1.0,36,1,1,1,1,1,1
810250,4,2,6,0,3,2,10,18,2,0,0,2556,2,1,0.5,8,1,1,1,1,1,1
810286,4,0,3,0,0,4,18,17,1,0,0,2557,1,0,0.0,4,1,1,1,1,1,1
810287,4,0,3,1,1,4,18,17,1,0,0,2557,1,0,0.0,5,1,1,1,1,1,1
810288,4,0,3,2,1,4,18,17,1,0,0,2557,1,0,0.0,6,1,1,1,1,1,1
810289,4,0,3,3,1,4,18,17,1,0,0,2557,1,0,0.0,7,1,1,1,1,1,1
810290,2,0,2,0,3,2,10,17,1,18,2,2557,1,0,0.0,8,1,1,1,1,1,1
810293,4,0,3,4,2,4,18,17,1,0,0,2557,1,0,0.0,11,1,1,1,1,1,1
810352,2,4,4,0,0,2,8,0,0,19,3,2558,3,1,0.3333333333333333,8,1,1,1,1,1,1
810359,2,4,4,1,1,2,8,0,0,19,3,2558,3,1,0.3333333333333333,15,1,1,1,1,1,1
810366,2,4,4,2,1,2,8,0,0,19,3,2558,3,1,0.3333333333333333,22,1,1,1,1,1,1
810373,2,4,4,3,1,2,8,0,0,19,3,2558,3,1,0.3333333333333333,29,1,1,1,1,1,1
810380,2,4,4,4,2,2,8,0,0,19,3,2558,3,1,0.3333333333333333,36,1,1,1,1,1,1
810381,2,4,0,0,3,2,9,0,0,19,3,2559,3,1,0.3333333333333333,36,1,1,1,1,1,1
810404,0,2,5,0,0,2,8,19,3,17,1,2558,2,2,1.0,12,1,1,1,1,1,1
810411,0,2,5,1,1,2,8,19,3,17,1,2558,2,2,1.0,19,1,1,1,1,1,1
810418,0,2,5,2,1,2,8,19,3,17,1,2558,2,2,1.0,26,1,1,1,1,1,1
810425,0,2,5,3,1,2,8,19,3,17,1,2558,2,2,1.0,33,1,1,1,1,1,1
810432,0,2,5,4,2,2,8,19,3,17,1,2558,2,2,1.0,40,1,1,1,1,1,1
810433,0,2,1,0,3,2,9,19,3,17,1,2559,2,2,1.0,40,1,1,1,1,1,1
810434,4,2,6,0,3,2,10,19,3,0,0,2558,3,2,0.6666666666666666,14,1,1,1,1,1,1
810470,2,0,2,0,3,2,11,17,1,19,3,2559,2,0,0.0,4,1,1,1,1,1,1
810471,4,0,3,0,0,4,19,17,1,0,0,2559,1,0,0.0,5,1,1,1,1,1,1
810472,4,0,3,1,1,4,19,17,1,0,0,2559,1,0,0.0,6,1,1,1,1,1,1
810473,4,0,3,2,1,4,19,17,1,0,0,2559,1,0,0.0,7,1,1,1,1,1,1
810474,4,0,3,3,1,4,19,17,1,0,0,2559,1,0,0.0,8,1,1,1,1,1,1
810478,4,0,3,4,2,4,19,17,1,0,0,2559,1,0,0.0,12,1,1,1,1,1,1
810652,4,2,3,0,0,4,16,18,2,0,0,2561,2,1,0.5,8,1,1,1,1,1,1
810653,4,2,3,1,1,4,16,18,2,0,0,2561,2,1,0.5,9,1,1,1,1,1,1
810654,4,2,3,2,1,4,16,18,2,0,0,2561,2,1,0.5,10,1,1,1,1,1,1
810655,4,2,2,0,3,2,8,18,2,20,4,2561,3,1,0.3333333333333333,11,1,1,1,1,1,1
810656,4,2,3,3,1,4,16,18,2,0,0,2561,2,1,0.5,12,1,1,1,1,1,1
810659,4,2,3,4,2,4,16,18,2,0,0,2561,2,1,0.5,15,1,1,1,1,1,1
810720,1,4,4,0,0,2,8,0,0,21,5,2562,2,1,0.5,8,1,1,1,1,1,1
810727,1,4,4,1,1,2,8,0,0,21,5,2562,2,1,0.5,15,1,1,1,1,1,1
810734,1,4,4,2,1,2,8,0,0,21,5,2562,2,1,0.5,22,1,1,1,1,1,1
810741,1,4,4,3,1,2,8,0,0,21,5,2562,2,1,0.5,29,1,1,1,1,1,1
810748,1,4,4,4,2,2,8,0,0,21,5,2562,2,1,0.5,36,1,1,1,1,1,1
810749,1,4,0,0,3,2,9,0,0,21,5,2563,2,1,0.5,36,1,1,1,1,1,1
810838,4,2,3,0,0,4,16,18,2,0,0,2563,2,1,0.5,8,1,1,1,1,1,1
810839,4,2,3,1,1,4,16,18,2,0,0,2563,2,1,0.5,9,1,1,1,1,1,1
810840,4,2,3,2,1,4,16,18,2,0,0,2563,2,1,0.5,10,1,1,1,1,1,1
810841,4,2,3,3,1,4,16,18,2,0,0,2563,2,1,0.5,11,1,1,1,1,1,1
810842,1,2,2,0,3,2,8,18,2,21,5,2563,2,1,0.5,12,1,1,1,1,1,1
810845,4,2,3,4,2,4,16,18,2,0,0,2563,2,1,0.5,15,1,1,1,1,1,1
810900,2,4,4,0,0,2,8,0,0,22,6,2564,3,1,0.3333333333333333,8,1,1,1,1,1,1
810907,2,4,4,1,1,2,8,0,0,22,6,2564,3,1,0.3333333333333333,15,1,1,1,1,1,1
810914,2,4,4,2,1,2,8,0,0,22,6,2564,3,1,0.3333333333333333,22,1,1,1,1,1,1
810921,2,4,4,3,1,2,8,0,0,22,6,2564,3,1,0.3333333333333333,29,1,1,1,1,1,1
810928,2,4,4,4,2,2,8,0,0,22,6,2564,3,1,0.3333333333333333,36,1,1,1,1,1,1
810929,2,4,0,0,3,2,9,0,0,22,6,2565,3,1,0.3333333333333333,36,1,1,1,1,1,1
811019,4,2,3,0,0,4,16,18,2,0,0,2565,2,1,0.5,9,1,1,1,1,1,1
811020,4,2,3,1,1,4,16,18,2,0,0,2565,2,1,0.5,10,1,1,1,1,1,1
811021,4,2,3,2,1,4,16,18,2,0,0,2565,2,1,0.5,11,1,1,1,1,1,1
811022,4,2,3,3,1,4,16,18,2,0,0,2565,2,1,0.5,12,1,1,1,1,1,1
811026,4,2,3,4,2,4,16,18,2,0,0,2565,2,1,0.5,16,1,1,1,1,1,1
811087,2,4,4,0,0,2,8,0,0,23,7,2566,4,1,0.25,8,1,1,1,1,1,1
811094,2,4,4,1,1,2,8,0,0,23,7,2566,4,1,0.25,15,1,1,1,1,1,1
811101,2,4,4,2,1,2,8,0,0,23,7,2566,4,1,0.25,22,1,1,1,1,1,1
811108,2,4,4,3,1,2,8,0,0,23,7,2566,4,1,0.25,29,1,1,1,1,1,1
811115,2,4,4,4,2,2,8,0,0,23,7,2566,4,1,0.25,36,1,1,1,1,1,1
811116,2,4,0,0,3,2,9,0,0,23,7,2567,4,1,0.25,36,1,1,1,1,1,1
811213,4,2,3,0,0,4,16,18,2,0,0,2567,2,1,0.5,9,1,1,1,1,1,1
811214,4,2,3,1,1,4,16,18,2,0,0,2567,2,1,0.5,10,1,1,1,1,1,1
811215,4,2,3,2,1,4,16,18,2,0,0,2567,2,1,0.5,11,1,1,1,1,1,1
811216,4,2,3,3,1,4,16,18,2,0,0,2567,2,1,0.5,12,1,1,1,1,1,1
811220,4,2,3,4,2,4,16,18,2,0,0,2567,2,1,0.5,16,1,1,1,1,1,1
811243,2,4,4,0,0,2,8,0,0,18,2,2568,2,1,0.5,8,1,1,1,1,1,1
811250,2,4,4,1,1,2,8,0,0,18,2,2568,2,1,0.5,15,1,1,1,1,1,1
811257,2,4,4,2,1,2,8,0,0,18,2,2568,2,1,0.5,22,1,1,1,1,1,1
811264,2,4,4,3,1,2,8,0,0,18,2,2568,2,1,0.5,29,1,1,1,1,1,1
811271,2,4,4,4,2,2,8,0,0,18,2,2568,2,1,0.5,36,1,1,1,1,1,1
811272,2,4,0,0,3,2,9,0,0,18,2,2569,2,1,0.5,36,1,1,1,1,1,1
811287,0,2,5,0,0,2,8,18,2,17,1,2568,1,1,1.0,8,1,1,1,1,1,1
811294,0,2,5,1,1,2,8,18,2,17,1,2568,1,1,1.0,15,1,1,1,1,1,1
811301,0,2,5,2,1,2,8,18,2,17,1,2568,1,1,1.0,22,1,1,1,1,1,1
811308,0,2,5,3,1,2,8,18,2,17,1,2568,1,1,1.0,29,1,1,1,1,1,1
811315,0,2,5,4,2,2,8,18,2,17,1,2568,1,1,1.0,36,1,1,1,1,1,1
811316,0,2,1,0,3,2,9,18,2,17,1,2569,1,1,1.0,36,1,1,1,1,1,1
811317,4,2,6,0,3,2,10,18,2,0,0,2568,2,1,0.5,9,1,1,1,1,1,1
811352,2,0,2,0,3,2,8,17,1,18,2,2569,1,0,0.0,4,1,1,1,1,1,1
811353,4,0,3,0,0,4,16,17,1,0,0,2569,1,0,0.0,5,1,1,1,1,1,1
811354,4,0,3,1,1,4,16,17,1,0,0,2569,1,0,0.0,6,1,1,1,1,1,1
811355,4,0,3,2,1,4,16,17,1,0,0,2569,1,0,0.0,7,1,1,1,1,1,1
811356,4,0,3,3,1,4,16,17,1,0,0,2569,1,0,0.0,8,1,1,1,1,1,1
811360,4,0,3,4,2,4,16,17,1,0,0,2569,1,0,0.0,12,1,1,1,1,1,1
812061,2,4,4,0,0,2,8,0,0,18,2,2570,2,1,0.5,8,1,1,1,1,1,1
812068,2,4,4,1,1,2,8,0,0,18,2,2570,2,1,0.5,15,1,1,1,1,1,1
812075,2,4,4,2,1,2,8,0,0,18,2,2570,2,1,0.5,22,1,1,1,1,1,1
812082,2,4,4,3,1,2,8,0,0,18,2,2570,2,1,0.5,29,1,1,1,1,1,1
812089,2,4,4,4,2,2,8,0,0,18,2,2570,2,1,0.5,36,1,1,1,1,1,1
812090,2,4,0,0,3,2,9,0,0,18,2,2571,2,1,0.5,36,1,1,1,1,1,1
812105,0,2,5,0,0,2,8,18,2,17,1,2570,1,1,1.0,8,1,1,1,1,1,1
812112,0,2,5,1,1,2,8,18,2,17,1,2570,1,1,1.0,15,1,1,1,1,1,1
812119,0,2,5,2,1,2,8,18,2,17,1,2570,1,1,1.0,22,1,1,1,1,1,1
812126,0,2,5,3,1,2,8,18,2,17,1,2570,1,1,1.0,29,1,1,1,1,1,1
812133,0,2,5,4,2,2,8,18,2,17,1,2570,1,1,1.0,36,1,1,1,1,1,1
812134,0,2,1,0,3,2,9,18,2,17,1,2571,1,1,1.0,36,1,1,1,1,1,1
812135,4,2,6,0,3,2,10,18,2,0,0,2570,2,1,0.5,9,1,1,1,1,1,1
812172,2,0,2,0,3,2,9,17,1,18,2,2571,1,0,0.0,4,1,1,1,1,1,1
812173,4,0,3,0,0,4,17,17,1,0,0,2571,1,0,0.0,5,1,1,1,1,1,1
812174,4,0,3,1,1,4,17,17,1,0,0,2571,1,0,0.0,6,1,1,1,1,1,1
812175,4,0,3,2,1,4,17,17,1,0,0,2571,1,0,0.0,7,1,1,1,1,1,1
812176,4,0,3,3,1,4,17,17,1,0,0,2571,1,0,0.0,8,1,1,1,1,1,1
812180,4,0,3,4,2,4,17,17,1,0,0,2571,1,0,0.0,12,1,1,1,1,1,1
812723,2,4,4,0,0,2,8,0,0,27,11,2572,5,1,0.2,8,1,1,1,1,1,1
812730,2,4,4,1,1,2,8,0,0,27,11,2572,5,1,0.2,15,1,1,1,1,1,1
812737,2,4,4,2,1,2,8,0,0,27,11,2572,5,1,0.2,22,1,1,1,1,1,1
812744,2,4,4,3,1,2,8,0,0,27,11,2572,5,1,0.2,29,1,1,1,1,1,1
812751,2,4,4,4,2,2,8,0,0,27,11,2572,5,1,0.2,36,1,1,1,1,1,1
812752,2,4,0,0,3,2,9,0,0,27,11,2573,5,1,0.2,36,1,1,1,1,1,1
813155,2,4,4,0,0,2,8,0,0,19,3,2574,3,1,0.3333333333333333,8,1,1,1,1,1,1
813162,2,4,4,1,1,2,8,0,0,19,3,2574,3,1,0.3333333333333333,15,1,1,1,1,1,1
813169,2,4,4,2,1,2,8,0,0,19,3,2574,3,1,0.3333333333333333,22,1,1,1,1,1,1
813176,2,4,4,3,1,2,8,0,0,19,3,2574,3,1,0.3333333333333333,29,1,1,1,1,1,1
813183,2,4,4,4,2,2,8,0,0,19,3,2574,3,1,0.3333333333333333,36,1,1,1,1,1,1
813184,2,4,0,0,3,2,9,0,0,19,3,2575,3,1,0.3333333333333333,36,1,1,1,1,1,1
813207,0,2,5,0,0,2,8,19,3,17,1,2574,2,2,1.0,12,1,1,1,1,1,1
813214,0,2,5,1,1,2,8,19,3,17,1,2574,2,2,1.0,19,12,1,12,12,144,1
813221,0,2,5,2,1,2,8,19,3,17,1,2574,2,2,1.0,26,11,2,12,22,264,1
813228,0,2,5,3,1,2,8,19,3,17,1,2574,2,2,1.0,33,10,3,12,30,360,1
813235,0,2,5,4,2,2,8,19,3,17,1,2574,2,2,1.0,40,9,4,12,36,432,1
813236,0,2,1,0,3,2,9,19,3,17,1,2575,2,2,1.0,40,8,5,12,40,480,1
813237,4,2,6,0,3,2,10,19,3,0,0,2574,3,2,0.6666666666666666,13,7,6,12,42,504,1
813272,2,0,2,0,3,2,10,17,1,19,3,2575,2,0,0.0,4,6,7,12,42,504,1
813273,4,0,3,0,0,4,18,17,1,0,0,2575,1,0,0.0,5,5,8,12,40,480,1
813274,4,0,3,1,1,4,18,17,1,0,0,2575,1,0,0.0,6,4,9,12,36,432,1
813275,4,0,3,2,1,4,18,17,1,0,0,2575,1,0,0.0,7,3,10,12,30,360,1
813276,4,0,3,3,1,4,18,17,1,0,0,2575,1,0,0.0,8,2,11,12,22,264,1
813280,4,0,3,4,2,4,18,17,1,0,0,2575,1,0,0.0,12,1,12,12,12,144,1
814998,4,2,2,0,3,2,8,18,2,20,4,2577,3,1,0.3333333333333333,8,1,1,1,1,1,1
814999,4,2,3,0,0,4,16,18,2,0,0,2577,2,1,0.5,9,1,1,1,1,1,1
815000,4,2,3,1,1,4,16,18,2,0,0,2577,2,1,0.5,10,1,1,1,1,1,1
815001,4,2,3,2,1,4,16,18,2,0,0,2577,2,1,0.5,11,1,1,1,1,1,1
815002,4,2,3,3,1,4,16,18,2,0,0,2577,2,1,0.5,12,1,1,1,1,1,1
815006,4,2,3,4,2,4,16,18,2,0,0,2577,2,1,0.5,16,1,1,1,1,1,1
815925,2,4,4,0,0,2,8,0,0,30,14,2578,5,1,0.2,8,1,1,1,1,1,1
815932,2,4,4,1,1,2,8,0,0,30,14,2578,5,1,0.2,15,1,1,1,1,1,1
815939,2,4,4,2,1,2,8,0,0,30,14,2578,5,1,0.2,22,1,1,1,1,1,1
815946,2,4,4,3,1,2,8,0,0,30,14,2578,5,1,0.2,29,1,1,1,1,1,1
815953,2,4,4,4,2,2,8,0,0,30,14,2578,5,1,0.2,36,1,1,1,1,1,1
815954,2,4,0,0,3,2,9,0,0,30,14,2579,5,1,0.2,36,1,1,1,1,1,1
818716,2,4,4,0,0,2,8,0,0,31,15,2580,6,1,0.16666666666666666,8,1,1,1,1,1,1
818723,2,4,4,1,1,2,8,0,0,31,15,2580,6,1,0.16666666666666666,15,1,1,1,1,1,1
818730,2,4,4,2,1,2,8,0,0,31,15,2580,6,1,0.16666666666666666,22,1,1,1,1,1,1
818737,2,4,4,3,1,2,8,0,0,31,15,2580,6,1,0.16666666666666666,29,1,1,1,1,1,1
818744,2,4,4,4,2,2,8,0,0,31,15,2580,6,1,0.16666666666666666,36,1,1,1,1,1,1
818745,2,4,0,0,3,2,9,0,0,31,15,2581,6,1,0.16666666666666666,36,1,1,1,1,1,1
821566,0,4,5,0,0,2,8,16,0,17,1,2582,1,1,1.0,8,1,1,1,1,1,1
821573,0,4,5,1,1,2,8,16,0,17,1,2582,1,1,1.0,15,1,1,1,1,1,1
821580,0,4,5,2,1,2,8,16,0,17,1,2582,1,1,1.0,22,1,1,1,1,1,1
821587,0,4,5,3,1,2,8,16,0,17,1,2582,1,1,1.0,29,1,1,1,1,1,1
821594,0,4,5,4,2,2,8,16,0,17,1,2582,1,1,1.0,36,1,1,1,1,1,1
821595,0,4,1,0,3,2,9,16,0,17,1,2583,1,1,1.0,36,1,1,1,1,1,1
821632,4,0,2,0,3,2,11,17,1,16,0,2583,1,0,0.0,4,1,1,1,1,1,1
821633,4,0,3,0,0,4,19,17,1,0,0,2583,1,0,0.0,5,1,1,1,1,1,1
821634,4,0,3,1,1,4,19,17,1,0,0,2583,1,0,0.0,6,1,1,1,1,1,1
821635,4,0,3,2,1,4,19,17,1,0,0,2583,1,0,0.0,7,1,1,1,1,1,1
821636,4,0,3,3,1,4,19,17,1,0,0,2583,1,0,0.0,8,1,1,1,1,1,1
821640,4,0,3,4,2,4,19,17,1,0,0,2583,1,0,0.0,12,1,1,1,1,1,1
824305,0,4,4,0,0,2,8,0,0,17,1,2584,1,1,1.0,8,1,1,1,1,1,1
824312,0,4,4,1,1,2,8,0,0,17,1,2584,1,1,1.0,15,1,1,1,1,1,1
824319,0,4,4,2,1,2,8,0,0,17,1,2584,1,1,1.0,22,1,1,1,1,1,1
824326,0,4,4,3,1,2,8,0,0,17,1,2584,1,1,1.0,29,1,1,1,1,1,1
824333,0,4,4,4,2,2,8,0,0,17,1,2584,1,1,1.0,36,1,1,1,1,1,1
824334,0,4,0,0,3,2,9,0,0,17,1,2585,1,1,1.0,36,1,1,1,1,1,1
824341,0,0,5,0,0,2,8,17,1,17,1,2584,0,0,0.0,4,1,1,1,1,1,1
824348,0,0,5,1,1,2,8,17,1,17,1,2584,0,0,0.0,11,1,1,1,1,1,1
824355,0,0,5,2,1,2,8,17,1,17,1,2584,0,0,0.0,18,1,1,1,1,1,1
824362,0,0,5,3,1,2,8,17,1,17,1,2584,0,0,0.0,25,1,1,1,1,1,1
824369,0,0,5,4,2,2,8,17,1,17,1,2584,0,0,0.0,32,1,1,1,1,1,1
824370,4,0,6,0,3,2,9,17,1,0,0,2584,1,0,0.0,4,1,1,1,1,1,1
824392,4,0,3,0,0,4,16,17,1,0,0,2585,1,0,0.0,4,1,1,1,1,1,1
824393,4,0,3,1,1,4,16,17,1,0,0,2585,1,0,0.0,5,1,1,1,1,1,1
824394,4,0,3,2,1,4,16,17,1,0,0,2585,1,0,0.0,6,1,1,1,1,1,1
824395,4,0,3,3,1,4,16,17,1,0,0,2585,1,0,0.0,7,1,1,1,1,1,1
824399,4,0,3,4,2,4,16,17,1,0,0,2585,1,0,0.0,11,1,1,1,1,1,1
827454,2,4,4,0,0,2,8,0,0,18,2,2586,2,1,0.5,8,1,1,1,1,1,1
827461,2,4,4,1,1,2,8,0,0,18,2,2586,2,1,0.5,15,1,1,1,1,1,1
827468,2,4,4,2,1,2,8,0,0,18,2,2586,2,1,0.5,22,1,1,1,1,1,1
827475,2,4,4,3,1,2,8,0,0,18,2,2586,2,1,0.5,29,1,1,1,1,1,1
827482,2,4,4,4,2,2,8,0,0,18,2,2586,2,1,0.5,36,1,1,1,1,1,1
827483,2,4,0,0,3,2,9,0,0,18,2,2587,2,1,0.5,36,1,1,1,1,1,1
827498,0,2,5,0,0,2,8,18,2,17,1,2586,1,1,1.0,8,1,1,1,1,1,1
827505,0,2,5,1,1,2,8,18,2,17,1,2586,1,1,1.0,15,1,1,1,1,1,1
827512,0,2,5,2,1,2,8,18,2,17,1,2586,1,1,1.0,22,1,1,1,1,1,1
827519,0,2,5,3,1,2,8,18,2,17,1,2586,1,1,1.0,29,1,1,1,1,1,1
827526,0,2,5,4,2,2,8,18,2,17,1,2586,1,1,1.0,36,1,1,1,1,1,1
827527,0,2,1,0,3,2,9,18,2,17,1,2587,1,1,1.0,36,1,1,1,1,1,1
827528,4,2,6,0,3,2,10,18,2,0,0,2586,2,1,0.5,10,1,1,1,1,1,1
827564,2,0,2,0,3,2,10,17,1,18,2,2587,1,0,0.0,4,1,1,1,1,1,1
827565,4,0,3,0,0,4,17,17,1,0,0,2587,1,0,0.0,5,1,1,1,1,1,1
827566,4,0,3,1,1,4,17,17,1,0,0,2587,1,0,0.0,6,1,1,1,1,1,1
827567,4,0,3,2,1,4,17,17,1,0,0,2587,1,0,0.0,7,1,1,1,1,1,1
827568,4,0,3,3,1,4,17,17,1,0,0,2587,1,0,0.0,8,1,1,1,1,1,1
827572,4,0,3,4,2,4,17,17,1,0,0,2587,1,0,0.0,12,1,1,1,1,1,1
831001,2,4,4,0,0,2,8,0,0,19,3,2588,3,1,0.3333333333333333,8,1,1,1,1,1,1
831008,2,4,4,1,1,2,8,0,0,19,3,2588,3,1,0.3333333333333333,15,1,1,1,1,1,1
831015,2,4,4,2,1,2,8,0,0,19,3,2588,3,1,0.3333333333333333,22,1,1,1,1,1,1
831022,2,4,4,3,1,2,8,0,0,19,3,2588,3,1,0.3333333333333333,29,1,1,1,1,1,1
831029,2,4,4,4,2,2,8,0,0,19,3,2588,3,1,0.3333333333333333,36,1,1,1,1,1,1
831030,2,4,0,0,3,2,9,0,0,19,3,2589,3,1,0.3333333333333333,36,1,1,1,1,1,1
831053,0,2,5,0,0,2,8,19,3,17,1,2588,2,2,1.0,12,1,1,1,1,1,1
831060,0,2,5,1,1,2,8,19,3,17,1,2588,2,2,1.0,19,1,1,1,1,1,1
831067,0,2,5,2,1,2,8,19,3,17,1,2588,2,2,1.0,26,1,1,1,1,1,1
831074,0,2,5,3,1,2,8,19,3,17,1,2588,2,2,1.0,33,1,1,1,1,1,1
831081,0,2,5,4,2,2,8,19,3,17,1,2588,2,2,1.0,40,1,1,1,1,1,1
831082,0,2,1,0,3,2,9,19,3,17,1,2589,2,2,1.0,40,1,1,1,1,1,1
831083,4,2,6,0,3,2,10,19,3,0,0,2588,3,2,0.6666666666666666,13,1,1,1,1,1,1
831118,2,0,2,0,3,2,11,17,1,19,3,2589,2,0,0.0,4,1,1,1,1,1,1
831119,4,0,3,0,0,4,18,17,1,0,0,2589,1,0,0.0,5,1,1,1,1,1,1
831120,4,0,3,1,1,4,18,17,1,0,0,2589,1,0,0.0,6,1,1,1,1,1,1
831121,4,0,3,2,1,4,18,17,1,0,0,2589,1,0,0.0,7,1,1,1,1,1,1
831122,4,0,3,3,1,4,18,17,1,0,0,2589,1,0,0.0,8,1,1,1,1,1,1
831126,4,0,3,4,2,4,18,17,1,0,0,2589,1,0,0.0,12,1,1,1,1,1,1
832201,2,4,4,0,0,2,8,0,0,22,6,2590,3,1,0.3333333333333333,8,1,1,1,1,1,1
832208,2,4,4,1,1,2,8,0,0,22,6,2590,3,1,0.3333333333333333,15,1,1,1,1,1,1
832215,2,4,4,2,1,2,8,0,0,22,6,2590,3,1,0.3333333333333333,22,1,1,1,1,1,1
832222,2,4,4,3,1,2,8,0,0,22,6,2590,3,1,0.3333333333333333,29,1,1,1,1,1,1
832229,2,4,4,4,2,2,8,0,0,22,6,2590,3,1,0.3333333333333333,36,1,1,1,1,1,1
832230,2,4,0,0,3,2,9,0,0,22,6,2591,3,1,0.3333333333333333,36,1,1,1,1,1,1
832319,4,2,3,0,0,4,16,18,2,0,0,2591,2,1,0.5,9,1,1,1,1,1,1
832320,4,2,3,1,1,4,16,18,2,0,0,2591,2,1,0.5,10,1,1,1,1,1,1
832321,4,2,3,2,1,4,16,18,2,0,0,2591,2,1,0.5,11,1,1,1,1,1,1
832322,4,2,3,3,1,4,16,18,2,0,0,2591,2,1,0.5,12,1,1,1,1,1,1
832326,4,2,3,4,2,4,16,18,2,0,0,2591,2,1,0.5,16,1,1,1,1,1,1
833135,2,4,4,0,0,2,8,0,0,23,7,2592,4,1,0.25,8,1,1,1,1,1,1
833142,2,4,4,1,1,2,8,0,0,23,7,2592,4,1,0.25,15,1,1,1,1,1,1
833149,2,4,4,2,1,2,8,0,0,23,7,2592,4,1,0.25,22,1,1,1,1,1,1
833156,2,4,4,3,1,2,8,0,0,23,7,2592,4,1,0.25,29,1,1,1,1,1,1
833163,2,4,4,4,2,2,8,0,0,23,7,2592,4,1,0.25,36,1,1,1,1,1,1
833164,2,4,0,0,3,2,9,0,0,23,7,2593,4,1,0.25,36,1,1,1,1,1,1
833261,4,2,3,0,0,4,16,18,2,0,0,2593,2,1,0.5,9,1,1,1,1,1,1
833262,4,2,3,1,1,4,16,18,2,0,0,2593,2,1,0.5,10,1,1,1,1,1,1
833263,4,2,3,2,1,4,16,18,2,0,0,2593,2,1,0.5,11,1,1,1,1,1,1
833264,4,2,3,3,1,4,16,18,2,0,0,2593,2,1,0.5,12,1,1,1,1,1,1
833268,4,2,3,4,2,4,16,18,2,0,0,2593,2,1,0.5,16,1,1,1,1,1,1
834870,4,2,2,0,3,2,8,18,2,20,4,2597,3,1,0.3333333333333333,8,1,1,1,1,1,1
834871,4,2,3,0,0,4,16,18,2,0,0,2597,2,1,0.5,9,1,1,1,1,1,1
834872,4,2,3,1,1,4,16,18,2,0,0,2597,2,1,0.5,10,1,1,1,1,1,1
834873,4,2,3,2,1,4,16,18,2,0,0,2597,2,1,0.5,11,1,1,1,1,1,1
834874,4,2,3,3,1,4,16,18,2,0,0,2597,2,1,0.5,12,1,1,1,1,1,1
834878,4,2,3,4,2,4,16,18,2,0,0,2597,2,1,0.5,16,1,1,1,1,1,1
835161,1,4,4,0,0,2,8,0,0,25,9,2598,3,1,0.3333333333333333,8,1,1,1,1,1,1
835168,1,4,4,1,1,2,8,0,0,25,9,2598,3,1,0.3333333333333333,15,1,1,1,1,1,1
835175,1,4,4,2,1,2,8,0,0,25,9,2598,3,1,0.3333333333333333,22,1,1,1,1,1,1
835182,1,4,4,3,1,2,8,0,0,25,9,2598,3,1,0.3333333333333333,29,1,1,1,1,1,1
835189,1,4,4,4,2,2,8,0,0,25,9,2598,3,1,0.3333333333333333,36,1,1,1,1,1,1
835190,1,4,0,0,3,2,9,0,0,25,9,2599,3,1,0.3333333333333333,36,1,1,1,1,1,1
836347,2,4,4,0,0,2,8,0,0,26,10,2600,4,1,0.25,8,1,1,1,1,1,1
836354,2,4,4,1,1,2,8,0,0,26,10,2600,4,1,0.25,15,1,1,1,1,1,1
836361,2,4,4,2,1,2,8,0,0,26,10,2600,4,1,0.25,22,1,1,1,1,1,1
836368,2,4,4,3,1,2,8,0,0,26,10,2600,4,1,0.25,29,1,1,1,1,1,1
836375,2,4,4,4,2,2,8,0,0,26,10,2600,4,1,0.25,36,1,1,1,1,1,1
