time_intervals,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,pkt_get,pkt_data,pkt_put,pkt_ack,inport_local,inport_north,inport_south,inport_east,inport_west,outport_local,outport_north,outport_south,outport_east,outport_west,target,tot_packets,tot_mean
322000,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,8,0,3,0,0,3,2,1,4,3,0,0,1,8,0.5333333333333333
322000,11,6,0,0,6,12,0,0,0,0,0,0,0,0,0,0,3,15,14,3,11,6,6,6,6,12,6,5,6,6,0,35,2.3333333333333335
323000,9,4,0,0,6,4,0,0,6,11,0,0,0,0,0,0,4,20,12,4,9,12,6,9,4,11,8,3,12,6,1,40,2.6666666666666665
323000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
324000,11,6,6,0,6,6,12,0,0,0,0,0,0,0,0,0,4,20,19,4,11,6,12,6,12,12,6,11,6,12,0,47,3.1333333333333333
324000,3,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,11,0,3,0,0,3,5,1,4,6,0,0,1,11,0.7333333333333333
325000,9,3,4,0,6,0,4,0,6,6,11,0,0,0,0,0,5,25,14,5,9,12,12,9,7,11,8,6,12,12,1,49,3.2666666666666666
325000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
326000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
326000,11,6,6,6,6,6,6,12,0,0,0,0,0,0,0,0,5,25,24,5,11,6,18,6,18,12,6,17,6,18,0,59,3.933333333333333
327000,11,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,29,6,11,12,18,12,18,12,12,17,12,18,1,71,4.733333333333333
327000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
328000,14,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,20,23,4,14,0,18,0,19,12,0,21,0,18,1,51,3.4
328000,11,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,3,15,14,3,11,12,0,12,0,12,11,0,12,0,0,35,2.3333333333333335
329000,22,17,18,12,6,0,6,0,6,0,6,0,6,6,12,0,10,50,47,10,22,18,30,18,29,24,18,27,18,30,1,117,7.8
329000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
330000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
330000,11,6,0,0,6,6,0,0,6,12,0,0,0,0,0,0,4,20,19,4,11,12,6,12,6,12,12,5,12,6,0,47,3.1333333333333333
331000,11,6,6,6,6,0,0,6,6,0,0,6,6,6,6,12,7,35,34,7,11,18,18,18,18,12,18,17,18,18,1,71,4.733333333333333
331000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
332000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0.06666666666666667
332000,11,6,6,0,6,0,6,0,6,6,12,0,0,0,0,0,5,25,24,5,11,12,12,12,12,12,12,11,12,12,0,59,3.933333333333333
333000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
333000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,11,0,0,0,0,11,0,0,0,0,1,11,0.7333333333333333
334000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
334000,11,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,29,6,11,12,18,12,18,12,12,17,12,18,0,71,4.733333333333333
335000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
335000,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,0,6,0,6,12,0,5,0,6,1,23,1.5333333333333334
336000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
336000,35,30,30,24,6,0,6,0,6,0,6,0,6,6,12,0,14,70,69,14,35,18,48,18,48,36,18,47,18,48,0,167,11.133333333333333
337000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
337000,47,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,12,60,59,12,47,0,48,0,48,48,0,47,0,48,1,143,9.533333333333333
338000,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,75,75,15,60,0,60,0,60,60,0,60,0,60,1,180,12.0
338000,11,6,6,6,6,0,0,6,6,0,0,6,6,6,6,12,7,35,34,7,11,18,18,18,18,12,18,17,18,18,0,71,4.733333333333333
339000,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,15,75,75,15,60,0,60,0,60,60,0,60,0,60,1,180,12.0
339000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.06666666666666667
340000,64,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,15,75,85,15,64,0,60,0,66,63,0,67,0,60,1,190,12.666666666666666
340000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,11,0,0,0,0,11,0,0,0,0,0,11,0.7333333333333333
341000,57,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,15,75,66,15,57,0,60,0,54,57,0,54,0,60,1,171,11.4
341000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
342000,53,52,52,51,0,0,0,0,0,0,0,0,0,0,0,0,17,80,95,16,53,0,72,0,83,51,0,85,0,72,1,208,13.866666666666667
342000,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,0,6,0,6,12,0,5,0,6,0,23,1.5333333333333334
343000,48,50,50,51,0,0,0,0,0,0,0,0,0,0,0,0,19,80,84,16,48,0,72,0,79,51,0,76,0,72,1,199,13.266666666666667
343000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
344000,48,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,16,80,80,19,49,0,74,0,72,48,0,72,0,75,1,195,13.0
344000,11,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,14,3,11,0,12,0,12,12,0,11,0,12,0,35,2.3333333333333335
345000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
345000,54,41,41,41,12,0,0,0,0,0,0,0,0,0,0,0,14,90,70,15,53,6,70,6,54,54,6,54,6,69,1,189,12.6
346000,11,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,20,19,4,11,0,18,0,18,12,0,17,0,18,0,47,3.1333333333333333
346000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
347000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
347000,11,6,0,0,6,12,0,0,0,0,0,0,0,0,0,0,3,15,14,3,11,6,6,6,6,12,6,5,6,6,1,35,2.3333333333333335
348000,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,6,0,6,0,12,5,0,6,0,0,23,1.5333333333333334
348000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
349000,23,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,8,40,39,8,23,0,36,0,36,24,0,35,0,36,1,95,6.333333333333333
349000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
350000,11,6,0,0,6,12,0,0,0,0,0,0,0,0,0,0,3,15,14,3,11,6,6,6,6,12,6,5,6,6,0,35,2.3333333333333335
350000,12,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,3,15,15,3,12,12,0,12,0,12,12,0,12,0,1,36,2.4
351000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
351000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
352000,23,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,8,40,39,8,23,0,36,0,36,24,0,35,0,36,0,95,6.333333333333333
352000,11,6,0,0,6,6,0,0,6,12,0,0,0,0,0,0,4,20,19,4,11,12,6,12,6,12,12,5,12,6,1,47,3.1333333333333333
353000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
353000,12,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,3,15,15,3,12,12,0,12,0,12,12,0,12,0,0,36,2.4
354000,11,6,6,0,6,0,6,0,6,6,12,0,0,0,0,0,5,25,24,5,11,12,12,12,12,12,12,11,12,12,1,59,3.933333333333333
354000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
355000,11,6,0,0,6,6,0,0,6,12,0,0,0,0,0,0,4,20,19,4,11,12,6,12,6,12,12,5,12,6,0,47,3.1333333333333333
355000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
356000,11,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,29,6,11,12,18,12,18,12,12,17,12,18,1,71,4.733333333333333
356000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
357000,11,6,6,0,6,0,6,0,6,6,12,0,0,0,0,0,5,25,24,5,11,12,12,12,12,12,12,11,12,12,0,59,3.933333333333333
357000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
358000,11,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,4,20,19,4,11,18,0,18,0,12,17,0,18,0,1,47,3.1333333333333333
358000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
359000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
359000,11,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,29,6,11,12,18,12,18,12,12,17,12,18,0,71,4.733333333333333
360000,11,6,0,0,6,6,0,0,6,6,0,0,6,12,0,0,5,25,24,5,11,18,6,18,6,12,18,5,18,6,1,59,3.933333333333333
360000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
361000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
361000,11,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,4,20,19,4,11,18,0,18,0,12,17,0,18,0,0,47,3.1333333333333333
362000,11,6,6,0,6,0,6,0,6,0,6,0,6,6,12,0,6,30,29,6,11,18,12,18,12,12,18,11,18,12,1,71,4.733333333333333
362000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
363000,11,6,0,0,6,6,0,0,6,6,0,0,6,12,0,0,5,25,24,5,11,18,6,18,6,12,18,5,18,6,0,59,3.933333333333333
363000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
364000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
364000,11,6,6,6,6,0,0,6,6,0,0,6,6,6,6,12,7,35,34,7,11,18,18,18,18,12,18,17,18,18,1,71,4.733333333333333
365000,11,6,6,0,6,0,6,0,6,0,6,0,6,6,12,0,6,30,29,6,11,18,12,18,12,12,18,11,18,12,0,71,4.733333333333333
365000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
366000,35,36,36,24,0,0,0,0,0,0,0,0,0,0,0,0,11,55,54,11,35,0,48,0,48,36,0,47,0,48,1,131,8.733333333333333
366000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
367000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
367000,11,6,6,6,6,0,0,6,6,0,0,6,6,6,6,12,7,35,34,7,11,18,18,18,18,12,18,17,18,18,0,71,4.733333333333333
368000,11,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,20,19,4,11,0,18,0,18,12,0,17,0,18,1,47,3.1333333333333333
368000,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,20,20,4,12,0,18,0,18,12,0,18,0,18,0,48,3.2
369000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
369000,24,24,24,12,0,0,0,0,0,0,0,0,0,0,0,0,7,35,35,7,24,0,30,0,30,24,0,30,0,30,0,84,5.6
370000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
370000,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,6,0,6,0,12,5,0,6,0,1,23,1.5333333333333334
371000,11,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,20,19,4,11,0,18,0,18,12,0,17,0,18,0,47,3.1333333333333333
371000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
372000,11,6,0,0,6,12,0,0,0,0,0,0,0,0,0,0,3,15,14,3,11,6,6,6,6,12,6,5,6,6,1,35,2.3333333333333335
372000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
373000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
373000,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,6,0,6,0,12,5,0,6,0,0,23,1.5333333333333334
374000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
374000,11,6,6,0,6,6,12,0,0,0,0,0,0,0,0,0,4,20,19,4,11,6,12,6,12,12,6,11,6,12,1,47,3.1333333333333333
375000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
375000,11,6,0,0,6,12,0,0,0,0,0,0,0,0,0,0,3,15,14,3,11,6,6,6,6,12,6,5,6,6,0,35,2.3333333333333335
376000,11,6,6,6,6,6,6,12,0,0,0,0,0,0,0,0,5,25,24,5,11,6,18,6,18,12,6,17,6,18,1,59,3.933333333333333
376000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
377000,11,6,6,0,6,6,12,0,0,0,0,0,0,0,0,0,4,20,19,4,11,6,12,6,12,12,6,11,6,12,0,47,3.1333333333333333
377000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
378000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
378000,11,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,3,15,14,3,11,12,0,12,0,12,11,0,12,0,1,35,2.3333333333333335
379000,11,6,6,6,6,6,6,12,0,0,0,0,0,0,0,0,5,25,24,5,11,6,18,6,18,12,6,17,6,18,0,59,3.933333333333333
379000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
380000,11,6,0,0,6,6,0,0,6,12,0,0,0,0,0,0,4,20,19,4,11,12,6,12,6,12,12,5,12,6,1,47,3.1333333333333333
380000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
381000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
381000,11,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,3,15,14,3,11,12,0,12,0,12,11,0,12,0,0,35,2.3333333333333335
382000,35,24,24,24,12,0,0,0,12,0,0,0,12,0,0,0,12,60,59,12,35,18,36,18,36,36,18,35,18,36,1,143,9.533333333333333
382000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
383000,11,6,0,0,6,6,0,0,6,12,0,0,0,0,0,0,4,20,19,4,11,12,6,12,6,12,12,5,12,6,0,47,3.1333333333333333
383000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
384000,11,6,0,0,6,6,0,0,6,6,0,0,6,12,0,0,5,25,24,5,11,18,6,18,6,12,18,5,18,6,1,59,3.933333333333333
384000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
385000,35,24,24,24,12,0,0,0,12,0,0,0,12,0,0,0,12,60,59,12,35,18,36,18,36,36,18,35,18,36,0,143,9.533333333333333
385000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
386000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
386000,11,6,6,0,6,0,6,0,6,0,6,0,6,6,12,0,6,30,29,6,11,18,12,18,12,12,18,11,18,12,1,71,4.733333333333333
387000,11,6,0,0,6,6,0,0,6,6,0,0,6,12,0,0,5,25,24,5,11,18,6,18,6,12,18,5,18,6,0,59,3.933333333333333
387000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
388000,11,6,6,6,6,0,0,6,6,0,0,6,6,6,6,12,7,35,34,7,11,18,18,18,18,12,18,17,18,18,1,71,4.733333333333333
388000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
389000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0.06666666666666667
389000,11,6,6,0,6,0,6,0,6,0,6,0,6,6,12,0,6,30,29,6,11,18,12,18,12,12,18,11,18,12,0,71,4.733333333333333
390000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
390000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,11,0,0,0,0,11,0,0,0,0,1,11,0.7333333333333333
391000,11,6,6,6,6,0,0,6,6,0,0,6,6,6,6,12,7,35,34,7,11,18,18,18,18,12,18,17,18,18,0,71,4.733333333333333
391000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
392000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.06666666666666667
392000,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,0,6,0,6,12,0,5,0,6,1,23,1.5333333333333334
393000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,11,0,0,0,0,11,0,0,0,0,0,11,0.7333333333333333
393000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
394000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
394000,11,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,14,3,11,0,12,0,12,12,0,11,0,12,1,35,2.3333333333333335
395000,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,0,6,0,6,12,0,5,0,6,0,23,1.5333333333333334
395000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
396000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
396000,11,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,20,19,4,11,0,18,0,18,12,0,17,0,18,1,47,3.1333333333333333
397000,11,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,14,3,11,0,12,0,12,12,0,11,0,12,0,35,2.3333333333333335
397000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
398000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
398000,23,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,8,40,39,8,23,0,36,0,36,24,0,35,0,36,1,95,6.333333333333333
399000,11,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,20,19,4,11,0,18,0,18,12,0,17,0,18,0,47,3.1333333333333333
399000,12,6,6,0,6,6,12,0,0,0,0,0,0,0,0,0,4,20,20,4,12,6,12,6,12,12,6,12,6,12,1,48,3.2
400000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
400000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
401000,30,30,30,24,5,6,12,0,0,0,0,0,0,0,0,0,12,54,59,12,35,1,47,6,48,31,6,47,5,48,0,137,9.133333333333333
401000,11,6,6,6,6,6,6,12,0,0,0,0,0,0,0,0,5,25,24,5,11,6,18,6,18,12,6,17,6,18,1,59,3.933333333333333
402000,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,1,0,0,5,0,0,1,0,0,6,0.4
402000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
403000,7,6,6,6,1,3,5,12,0,0,0,0,0,0,0,0,5,11,25,5,12,1,9,6,18,7,6,18,1,14,0,46,3.066666666666667
403000,11,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,3,15,14,3,11,12,0,12,0,12,11,0,12,0,1,35,2.3333333333333335
404000,5,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,9,0,0,5,0,0,5,4,0,14,0.9333333333333333
404000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
405000,11,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,3,14,15,3,12,11,0,12,0,11,12,0,12,0,0,35,2.3333333333333335
405000,11,6,0,0,6,6,0,0,6,12,0,0,0,0,0,0,4,20,19,4,11,12,6,12,6,12,12,5,12,6,1,47,3.1333333333333333
406000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.06666666666666667
406000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
407000,11,6,0,0,6,6,0,0,6,12,0,0,0,0,0,0,4,19,20,4,12,11,6,12,6,11,12,6,12,6,0,47,3.1333333333333333
407000,11,6,6,0,6,0,6,0,6,6,12,0,0,0,0,0,5,25,24,5,11,12,12,12,12,12,12,11,12,12,1,59,3.933333333333333
408000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
408000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.06666666666666667
409000,11,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,29,6,11,12,18,12,18,12,12,17,12,18,1,71,4.733333333333333
409000,7,6,6,0,5,0,6,0,6,6,12,0,0,0,0,0,5,19,25,5,12,6,12,12,12,7,12,12,11,12,0,54,3.6
410000,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,5,0,0,1,0,0,6,0.4
410000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
411000,11,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,4,20,19,4,11,18,0,18,0,12,17,0,18,0,1,47,3.1333333333333333
411000,7,6,6,6,1,0,0,6,1,1,1,11,0,0,0,0,6,4,30,6,11,2,3,12,18,7,12,18,2,7,0,46,3.066666666666667
412000,5,0,0,0,5,0,0,0,5,5,5,1,0,0,0,0,0,26,0,0,1,10,15,0,0,5,0,0,10,11,0,26,1.7333333333333334
412000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
413000,11,6,0,0,6,6,0,0,6,6,0,0,6,12,0,0,5,25,24,5,11,18,6,18,6,12,18,5,18,6,1,59,3.933333333333333
