time_intervals,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,pkt_get,pkt_data,pkt_put,pkt_ack,inport_local,inport_north,inport_south,inport_east,inport_west,outport_local,outport_north,outport_south,outport_east,outport_west,target,tot_packets,tot_mean
413000,7,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,4,0,20,4,7,3,0,18,0,7,18,0,3,0,0,28,1.8666666666666667
414000,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,20,0,0,5,15,0,0,0,5,0,0,15,0,0,20,1.3333333333333333
414000,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,20,20,4,12,0,18,0,18,12,0,18,0,18,1,48,3.2
415000,24,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,5,25,25,5,24,0,18,0,18,24,0,18,0,18,1,60,4.0
415000,7,6,0,0,1,6,0,0,1,6,0,0,1,7,0,0,5,0,25,5,7,3,1,18,6,7,18,6,3,1,0,35,2.3333333333333335
416000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
416000,5,0,0,0,5,0,0,0,5,0,0,0,5,5,0,0,0,25,0,0,5,15,5,0,0,5,0,0,15,5,0,25,1.6666666666666667
417000,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,0,6,0,6,12,0,5,0,6,1,23,1.5333333333333334
417000,23,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,8,39,40,8,24,0,35,0,36,23,0,36,0,36,0,95,6.333333333333333
418000,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,1,12,0,1,0,0,13,0,0,0,0,0,13,0.8666666666666667
418000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
419000,11,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,14,3,11,0,12,0,12,12,0,11,0,12,1,35,2.3333333333333335
419000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
420000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
420000,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,0,6,0,6,12,0,5,0,6,0,23,1.5333333333333334
421000,11,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,20,19,4,11,0,18,0,18,12,0,17,0,18,1,47,3.1333333333333333
421000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
422000,11,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,14,3,11,0,12,0,12,12,0,11,0,12,0,35,2.3333333333333335
422000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
423000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
423000,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,6,0,6,0,12,5,0,6,0,1,23,1.5333333333333334
424000,11,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,20,19,4,11,0,18,0,18,12,0,17,0,18,0,47,3.1333333333333333
424000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
425000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
425000,11,6,0,0,6,12,0,0,0,0,0,0,0,0,0,0,3,15,14,3,11,6,6,6,6,12,6,5,6,6,1,35,2.3333333333333335
426000,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,6,0,6,0,12,5,0,6,0,0,23,1.5333333333333334
426000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
427000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
427000,11,6,6,0,6,6,12,0,0,0,0,0,0,0,0,0,4,20,19,4,11,6,12,6,12,12,6,11,6,12,1,47,3.1333333333333333
428000,11,6,0,0,6,12,0,0,0,0,0,0,0,0,0,0,3,15,14,3,11,6,6,6,6,12,6,5,6,6,0,35,2.3333333333333335
428000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
429000,11,6,6,6,6,6,6,12,0,0,0,0,0,0,0,0,5,25,24,5,11,6,18,6,18,12,6,17,6,18,1,59,3.933333333333333
429000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
430000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
430000,11,6,6,0,6,6,12,0,0,0,0,0,0,0,0,0,4,20,19,4,11,6,12,6,12,12,6,11,6,12,0,47,3.1333333333333333
431000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
431000,35,30,30,24,6,0,6,0,6,6,12,0,0,0,0,0,13,65,64,13,35,12,48,12,48,36,12,47,12,48,1,155,10.333333333333334
432000,11,6,6,6,6,6,6,12,0,0,0,0,0,0,0,0,5,25,24,5,11,6,18,6,18,12,6,17,6,18,0,59,3.933333333333333
432000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
433000,11,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,29,6,11,12,18,12,18,12,12,17,12,18,1,71,4.733333333333333
433000,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,4,7,0,3,0,18,7,0,18,0,3,0,28,1.8666666666666667
434000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
434000,29,23,23,17,6,0,6,0,6,6,12,0,0,0,0,0,9,65,45,9,29,12,45,12,30,29,12,30,12,45,0,128,8.533333333333333
435000,11,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,4,20,19,4,11,18,0,18,0,12,17,0,18,0,1,47,3.1333333333333333
435000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
436000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
436000,11,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,29,6,11,12,18,12,18,12,12,17,12,18,0,71,4.733333333333333
437000,11,6,0,0,6,6,0,0,6,6,0,0,6,12,0,0,5,25,24,5,11,18,6,18,6,12,18,5,18,6,1,59,3.933333333333333
437000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
438000,11,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,4,20,19,4,11,18,0,18,0,12,17,0,18,0,0,47,3.1333333333333333
438000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
439000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
439000,11,6,6,0,6,0,6,0,6,0,6,0,6,6,12,0,6,30,29,6,11,18,12,18,12,12,18,11,18,12,1,71,4.733333333333333
440000,11,6,0,0,6,6,0,0,6,6,0,0,6,12,0,0,5,25,24,5,11,18,6,18,6,12,18,5,18,6,0,59,3.933333333333333
440000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
441000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
441000,11,6,6,6,6,0,0,6,6,0,0,6,6,6,6,12,7,35,34,7,11,18,18,18,18,12,18,17,18,18,1,71,4.733333333333333
442000,11,6,6,0,6,0,6,0,6,0,6,0,6,6,12,0,6,30,29,6,11,18,12,18,12,12,18,11,18,12,0,71,4.733333333333333
442000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0.06666666666666667
443000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,11,0,0,0,0,11,0,0,0,0,1,11,0.7333333333333333
443000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
444000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
444000,11,6,6,6,6,0,0,6,6,0,0,6,6,6,6,12,7,35,34,7,11,18,18,18,18,12,18,17,18,18,0,71,4.733333333333333
445000,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,0,6,0,6,12,0,5,0,6,1,23,1.5333333333333334
445000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.06666666666666667
446000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,11,0,0,0,0,11,0,0,0,0,0,11,0.7333333333333333
446000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
447000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
447000,35,24,24,24,12,0,0,0,0,0,0,0,0,0,0,0,10,50,49,10,35,6,36,6,36,36,6,35,6,36,1,119,7.933333333333334
448000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
448000,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,0,6,0,6,12,0,5,0,6,0,23,1.5333333333333334
449000,11,6,0,0,6,12,0,0,0,0,0,0,0,0,0,0,3,15,14,3,11,6,6,6,6,12,6,5,6,6,1,35,2.3333333333333335
449000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
450000,35,24,24,24,12,0,0,0,0,0,0,0,0,0,0,0,10,50,49,10,35,6,36,6,36,36,6,35,6,36,0,119,7.933333333333334
450000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
451000,11,6,6,0,6,6,12,0,0,0,0,0,0,0,0,0,4,20,19,4,11,6,12,6,12,12,6,11,6,12,1,47,3.1333333333333333
451000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
452000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
452000,11,6,0,0,6,12,0,0,0,0,0,0,0,0,0,0,3,15,14,3,11,6,6,6,6,12,6,5,6,6,0,35,2.3333333333333335
453000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
453000,11,6,6,6,6,6,6,12,0,0,0,0,0,0,0,0,5,25,24,5,11,6,18,6,18,12,6,17,6,18,1,59,3.933333333333333
454000,11,6,6,0,6,6,12,0,0,0,0,0,0,0,0,0,4,20,19,4,11,6,12,6,12,12,6,11,6,12,0,47,3.1333333333333333
454000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
455000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
455000,11,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,3,15,14,3,11,12,0,12,0,12,11,0,12,0,1,35,2.3333333333333335
456000,11,6,6,6,6,6,6,12,0,0,0,0,0,0,0,0,5,25,24,5,11,6,18,6,18,12,6,17,6,18,0,59,3.933333333333333
456000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
457000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
457000,11,6,0,0,6,6,0,0,6,12,0,0,0,0,0,0,4,20,19,4,11,12,6,12,6,12,12,5,12,6,1,47,3.1333333333333333
458000,11,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,3,15,14,3,11,12,0,12,0,12,11,0,12,0,0,35,2.3333333333333335
458000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
459000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
459000,11,6,6,0,6,0,6,0,6,6,12,0,0,0,0,0,5,25,24,5,11,12,12,12,12,12,12,11,12,12,1,59,3.933333333333333
460000,11,6,0,0,6,6,0,0,6,12,0,0,0,0,0,0,4,20,19,4,11,12,6,12,6,12,12,5,12,6,0,47,3.1333333333333333
460000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
461000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
461000,11,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,29,6,11,12,18,12,18,12,12,17,12,18,1,71,4.733333333333333
462000,11,6,6,0,6,0,6,0,6,6,12,0,0,0,0,0,5,25,24,5,11,12,12,12,12,12,12,11,12,12,0,59,3.933333333333333
462000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
463000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
463000,23,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,8,40,39,8,23,0,36,0,36,24,0,35,0,36,1,95,6.333333333333333
464000,11,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,29,6,11,12,18,12,18,12,12,17,12,18,0,71,4.733333333333333
464000,12,6,6,0,6,0,6,0,6,0,6,0,6,6,12,0,6,30,30,6,12,18,12,18,12,12,18,12,18,12,1,72,4.8
465000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
465000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
466000,11,6,6,6,6,0,0,6,6,0,0,6,6,6,6,12,7,35,34,7,11,18,18,18,18,12,18,17,18,18,1,71,4.733333333333333
466000,25,26,25,24,0,0,1,0,0,0,0,0,0,0,0,0,8,40,45,8,25,0,36,1,39,24,2,39,0,36,0,101,6.733333333333333
467000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0.06666666666666667
467000,10,4,5,0,6,0,5,0,6,0,6,0,6,6,12,0,6,30,24,6,10,18,12,17,9,12,16,8,18,12,0,66,4.4
468000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
468000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,11,0,0,0,0,11,0,0,0,0,1,11,0.7333333333333333
469000,11,6,6,6,6,0,0,6,6,0,0,6,6,6,6,12,7,35,34,7,11,18,18,18,18,12,18,17,18,18,0,71,4.733333333333333
469000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
470000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0.06666666666666667
470000,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,0,6,0,6,12,0,5,0,6,1,23,1.5333333333333334
471000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,11,0,0,0,0,11,0,0,0,0,0,11,0.7333333333333333
471000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
472000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
472000,11,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,14,3,11,0,12,0,12,12,0,11,0,12,1,35,2.3333333333333335
473000,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,0,6,0,6,12,0,5,0,6,0,23,1.5333333333333334
473000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
474000,11,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,20,19,4,11,0,18,0,18,12,0,17,0,18,1,47,3.1333333333333333
474000,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,5,2,0,7,0,0,0,9,0.6
475000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
475000,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,3,8,0,12,0,7,10,0,5,0,12,0,27,1.8
476000,6,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,6,0,0,0,11,3,0,14,0,0,0,17,1.1333333333333333
476000,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,6,0,6,0,12,5,0,6,0,1,23,1.5333333333333334
477000,6,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,3,20,4,4,6,0,18,0,7,9,0,4,0,18,0,31,2.066666666666667
477000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
478000,11,6,0,0,6,12,0,0,0,0,0,0,0,0,0,0,3,15,14,3,11,6,6,6,6,12,6,5,6,6,1,35,2.3333333333333335
478000,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,6,0,0,6,0,6,6,0,0,0,0,12,0.8
479000,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,20,20,4,12,0,18,0,18,12,0,18,0,18,1,48,3.2
479000,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,6,6,0,0,0,6,0,0,6,0,0,12,0.8
480000,24,12,12,12,12,0,0,0,12,0,0,0,0,0,0,0,7,35,35,7,24,12,18,12,18,24,12,18,12,18,1,84,5.6
480000,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,15,0,6,0,0,6,6,6,6,6,0,0,0,18,1.2
481000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
481000,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,15,0,3,6,6,6,0,0,6,0,0,6,6,0,18,1.2
482000,11,6,0,0,6,6,0,0,6,12,0,0,0,0,0,0,4,20,19,4,11,12,6,12,6,12,12,5,12,6,1,47,3.1333333333333333
482000,18,18,19,19,0,0,0,0,0,0,0,0,0,0,0,0,8,20,40,6,19,0,19,0,36,18,0,36,0,20,0,74,4.933333333333334
483000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
483000,18,6,5,5,12,0,0,0,12,0,0,0,0,0,0,0,3,35,15,5,17,12,17,12,0,18,12,0,12,16,0,58,3.8666666666666667
484000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
484000,11,6,6,0,6,0,6,0,6,6,12,0,0,0,0,0,5,25,24,5,11,12,12,12,12,12,12,11,12,12,1,59,3.933333333333333
485000,11,6,0,0,6,6,0,0,6,12,0,0,0,0,0,0,4,20,19,4,11,12,6,12,6,12,12,5,12,6,0,47,3.1333333333333333
485000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
486000,11,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,29,6,11,12,18,12,18,12,12,17,12,18,1,71,4.733333333333333
486000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
487000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
487000,11,6,6,0,6,0,6,0,6,6,12,0,0,0,0,0,5,25,24,5,11,12,12,12,12,12,12,11,12,12,0,59,3.933333333333333
488000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
488000,11,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,4,20,19,4,11,18,0,18,0,12,17,0,18,0,1,47,3.1333333333333333
489000,11,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,29,6,11,12,18,12,18,12,12,17,12,18,0,71,4.733333333333333
489000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
490000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
490000,11,6,0,0,6,6,0,0,6,6,0,0,6,12,0,0,5,25,24,5,11,18,6,18,6,12,18,5,18,6,1,59,3.933333333333333
491000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
491000,11,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,4,20,19,4,11,18,0,18,0,12,17,0,18,0,0,47,3.1333333333333333
492000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
492000,11,6,6,0,6,0,6,0,6,0,6,0,6,6,12,0,6,30,29,6,11,18,12,18,12,12,18,11,18,12,1,71,4.733333333333333
493000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
493000,11,6,0,0,6,6,0,0,6,6,0,0,6,12,0,0,5,25,24,5,11,18,6,18,6,12,18,5,18,6,0,59,3.933333333333333
494000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
494000,11,6,6,6,6,0,0,6,6,0,0,6,6,6,6,12,7,35,34,7,11,18,18,18,18,12,18,17,18,18,1,71,4.733333333333333
495000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
495000,11,6,6,0,6,0,6,0,6,0,6,0,6,6,12,0,6,30,29,6,11,18,12,18,12,12,18,11,18,12,0,71,4.733333333333333
496000,35,36,36,24,0,0,0,0,0,0,0,0,0,0,0,0,11,55,54,11,35,0,48,0,48,36,0,47,0,48,1,131,8.733333333333333
496000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
497000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
497000,11,6,6,6,6,0,0,6,6,0,0,6,6,6,6,12,7,35,34,7,11,18,18,18,18,12,18,17,18,18,0,71,4.733333333333333
498000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
498000,11,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,20,19,4,11,0,18,0,18,12,0,17,0,18,1,47,3.1333333333333333
499000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
499000,35,36,36,24,0,0,0,0,0,0,0,0,0,0,0,0,11,55,54,11,35,0,48,0,48,36,0,47,0,48,0,131,8.733333333333333
500000,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,6,0,6,0,12,5,0,6,0,1,23,1.5333333333333334
500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
501000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
501000,11,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,20,19,4,11,0,18,0,18,12,0,17,0,18,0,47,3.1333333333333333
502000,11,6,0,0,6,12,0,0,0,0,0,0,0,0,0,0,3,15,14,3,11,6,6,6,6,12,6,5,6,6,1,35,2.3333333333333335
502000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
503000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
503000,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,10,9,2,11,6,0,6,0,12,5,0,6,0,0,23,1.5333333333333334
504000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
504000,11,6,6,0,6,6,12,0,0,0,0,0,0,0,0,0,4,20,19,4,11,6,12,6,12,12,6,11,6,12,1,47,3.1333333333333333
