Time,Router
1971440,0
1971441,0
1971441,2
1971444,1
1971445,3
1971445,1
1971448,2
1971449,2
1971452,3
1971453,3
1971488,3
1971492,2
1971496,1
1971500,0
1971510,3
1971511,3
1971512,3
1971513,3
1971514,2
1971515,2
1971516,2
1971517,3
1971517,2
1971518,1
1971519,1
1971520,1
1971521,2
1971521,1
1971522,0
1971523,0
1971524,0
1971525,1
1971525,0
1971529,0
1971770,0
1971774,4
1971777,0
1971781,4
1971784,0
1971788,4
1971791,0
1971795,4
1971798,0
1971799,0
1971802,4
1971803,4
1971838,4
1971842,0
1971860,4
1971861,4
1971862,4
1971863,4
1971864,0
1971865,0
1971866,0
1971867,4
1971867,0
1971871,0
1972112,0
1972116,1
1972119,0
1972120,5
1972123,1
1972126,0
1972127,5
1972130,1
1972133,0
1972134,5
1972137,1
1972140,0
1972141,0
1972141,5
1972144,1
1972145,1
1972148,5
1972149,5
1972184,5
1972188,4
1972192,0
1972206,5
1972207,5
1972208,5
1972209,5
1972210,4
1972211,4
1972212,4
1972213,5
1972213,4
1972214,0
1972215,0
1972216,0
1972217,4
1972217,0
1972221,0
1972462,0
1972466,1
1972469,0
1972470,2
1972473,1
1972474,6
1972476,0
1972477,2
1972480,1
1972481,6
1972483,0
1972484,2
1972487,1
1972488,6
1972490,0
1972491,0
1972491,2
1972494,1
1972495,6
1972495,1
1972498,2
1972499,2
1972502,6
1972503,6
1972538,6
1972542,5
1972546,4
1972550,0
1972560,6
1972561,6
1972562,6
1972563,6
1972564,5
1972565,5
1972566,5
1972567,6
1972567,5
1972568,4
1972569,4
1972570,4
1972571,5
1972571,4
1972572,0
1972573,0
1972574,0
1972575,4
1972575,0
1972579,0
1972820,0
1972824,1
1972827,0
1972828,2
1972831,1
1972832,3
1972834,0
1972835,2
1972836,7
1972838,1
1972839,3
1972841,0
1972842,2
1972843,7
1972845,1
1972846,3
1972848,0
1972849,0
1972849,2
1972850,7
1972852,1
1972853,3
1972853,1
1972856,2
1972857,2
1972857,7
1972860,3
1972861,3
1972864,7
1972865,7
1972900,7
1972904,6
1972908,5
1972912,4
1972916,0
1972944,7
1972945,7
1972946,7
1972947,7
1972948,6
1972949,6
1972950,6
1972951,7
1972951,6
1972952,5
1972953,5
1972954,5
1972955,6
1972955,5
1972956,4
1972957,4
1972958,4
1972959,5
1972959,4
1972960,0
1972961,0
1972962,0
1972963,4
1972963,0
1972967,0
1973490,0
1973494,1
1973497,0
1973498,2
1973501,1
1973502,6
1973504,0
1973505,2
1973506,10
1973508,1
1973509,6
1973511,0
1973512,2
1973513,10
1973515,1
1973516,6
1973518,0
1973519,0
1973519,2
1973520,10
1973522,1
1973523,6
1973523,1
1973526,2
1973527,2
1973527,10
1973530,6
1973531,6
1973534,10
1973535,10
1973570,10
1973574,9
1973578,8
1973582,4
1973586,0
1973592,10
1973593,10
1973594,10
1973595,10
1973596,9
1973597,9
1973598,9
1973599,10
1973599,9
1973600,8
1973601,8
1973602,8
1973603,9
1973603,8
1973604,4
1973605,4
1973606,4
1973607,8
1973607,4
1973608,0
1973609,0
1973610,0
1973611,4
1973611,0
1973615,0
1973786,0
1973790,4
1973793,0
1973794,8
1973797,4
1973798,12
1973800,0
1973801,8
1973804,4
1973805,12
1973807,0
1973808,8
1973811,4
1973812,12
1973814,0
1973815,0
1973815,8
1973818,4
1973819,12
1973819,4
1973822,8
1973823,8
1973826,12
1973827,12
1973862,12
1973866,8
1973870,4
1973874,0
1973884,12
1973885,12
1973886,12
1973887,12
1973888,8
1973889,8
1973890,8
1973891,12
1973891,8
1973892,4
1973893,4
1973894,4
1973895,8
1973895,4
1973896,0
1973897,0
1973898,0
1973899,4
1973899,0
1973903,0
1974328,0
1974332,1
1974335,0
1974336,2
1974339,1
1974340,3
1974342,0
1974343,2
1974344,7
1974346,1
1974347,3
1974348,11
1974349,0
1974350,2
1974351,7
1974353,1
1974354,3
1974355,11
1974356,0
1974357,0
1974357,2
1974358,7
1974360,1
1974361,3
1974361,1
1974362,11
1974364,2
1974365,2
1974365,7
1974368,3
1974369,11
1974369,3
1974372,7
1974373,7
1974376,11
1974377,11
1974412,11
1974416,10
1974420,9
1974424,8
1974428,4
1974432,0
1974434,11
1974435,11
1974436,11
1974437,11
1974438,10
1974439,10
1974440,10
1974441,11
1974441,10
1974442,9
1974443,9
1974444,9
1974445,10
1974445,9
1974446,8
1974447,8
1974448,8
1974449,9
1974449,8
1974450,4
1974451,4
1974452,4
1974453,8
1974453,4
1974454,0
1974455,0
1974456,0
1974457,4
1974457,0
1974461,0
1974632,0
1974636,1
1974639,0
1974640,5
1974643,1
1974644,9
1974646,0
1974647,5
1974648,13
1974650,1
1974651,9
1974653,0
1974654,5
1974655,13
1974657,1
1974658,9
1974660,0
1974661,0
1974661,5
1974662,13
1974664,1
1974665,9
1974665,1
1974668,5
1974669,5
1974669,13
1974672,9
1974673,9
1974676,13
1974677,13
1974712,13
1974716,12
1974720,8
1974724,4
1974728,0
1974734,13
1974735,13
1974736,13
1974737,13
1974738,12
1974739,12
1974740,12
1974741,13
1974741,12
1974742,8
1974743,8
1974744,8
1974745,12
1974745,8
1974746,4
1974747,4
1974748,4
1974749,8
1974749,4
1974750,0
1974751,0
1974752,0
1974753,4
1974753,0
1974757,0
1986926,0
1986930,1
1986933,0
1986934,2
1986937,1
1986938,6
1986940,0
1986941,2
1986942,10
1986944,1
1986945,6
1986947,0
1986948,2
1986949,10
1986951,1
1986952,6
1986954,0
1986955,0
1986955,2
1986956,10
1986958,1
1986959,6
1986959,1
1986962,2
1986963,2
1986963,10
1986966,6
1986967,6
1986970,10
1986971,10
1987006,10
1987010,9
1987014,8
1987018,4
1987022,0
1987028,10
1987029,10
1987030,10
1987031,10
1987032,9
1987033,9
1987034,9
1987035,10
1987035,9
1987036,8
1987037,8
1987038,8
1987039,9
1987039,8
1987040,4
1987041,4
1987042,4
1987043,8
1987043,4
1987044,0
1987045,0
1987046,0
1987047,4
1987047,0
1987051,0
1987292,0
1987296,1
1987299,0
1987300,2
1987303,1
1987304,3
1987306,0
1987307,2
1987308,7
1987310,1
1987311,3
1987312,11
1987313,0
1987314,2
1987315,7
1987317,1
1987318,3
1987319,11
1987320,0
1987321,0
1987321,2
1987322,7
1987324,1
1987325,3
1987325,1
1987326,11
1987328,2
1987329,2
1987329,7
1987332,3
1987333,11
1987333,3
1987336,7
1987337,7
1987340,11
1987341,11
1987376,11
1987380,10
1987384,9
1987388,8
1987392,4
1987396,0
1987398,11
1987399,11
1987400,11
1987401,11
1987402,10
1987403,10
1987404,10
1987405,11
1987405,10
1987406,9
1987407,9
1987408,9
1987409,10
1987409,9
1987410,8
1987411,8
1987412,8
1987413,9
1987413,8
1987414,4
1987415,4
1987416,4
1987417,8
1987417,4
1987418,0
1987419,0
1987420,0
1987421,4
1987421,0
1987425,0
1987666,0
1987670,4
1987673,0
1987674,8
1987677,4
1987678,12
1987680,0
1987681,8
1987684,4
1987685,12
1987687,0
1987688,8
1987691,4
1987692,12
1987694,0
1987695,0
1987695,8
1987698,4
1987699,12
1987699,4
1987702,8
1987703,8
1987706,12
1987707,12
1987742,12
1987746,8
1987750,4
1987754,0
1987764,12
1987765,12
1987766,12
1987767,12
1987768,8
1987769,8
1987770,8
1987771,12
1987771,8
1987772,4
1987773,4
1987774,4
1987775,8
1987775,4
1987776,0
1987777,0
1987778,0
1987779,4
1987779,0
1987783,0
1988024,0
1988028,1
1988031,0
1988032,5
1988035,1
1988036,9
1988038,0
1988039,5
1988040,13
1988042,1
1988043,9
1988045,0
1988046,5
1988047,13
1988049,1
1988050,9
1988052,0
1988053,0
1988053,5
1988054,13
1988056,1
1988057,9
1988057,1
1988060,5
1988061,5
1988061,13
1988064,9
1988065,9
1988068,13
1988069,13
1988104,13
1988108,12
1988112,8
1988116,4
1988120,0
1988126,13
1988127,13
1988128,13
1988129,13
1988130,12
1988131,12
1988132,12
1988133,13
1988133,12
1988134,8
1988135,8
1988136,8
1988137,12
1988137,8
1988138,4
1988139,4
1988140,4
1988141,8
1988141,4
1988142,0
1988143,0
1988144,0
1988145,4
1988145,0
1988149,0
1988390,0
1988394,1
1988397,0
1988398,2
1988401,1
1988402,6
1988404,0
1988405,2
1988406,10
1988408,1
1988409,6
1988410,14
1988411,0
1988412,2
1988413,10
1988415,1
1988416,6
1988417,14
1988418,0
1988419,0
1988419,2
1988420,10
1988422,1
1988423,6
1988423,1
1988424,14
1988426,2
1988427,2
1988427,10
1988430,6
1988431,14
1988431,6
1988434,10
1988435,10
1988438,14
1988439,14
1988474,14
1988478,13
1988482,12
1988486,8
1988490,4
1988494,0
1988496,14
1988497,14
1988498,14
1988499,14
1988500,13
1988501,13
1988502,13
1988503,14
1988503,13
1988504,12
1988505,12
1988506,12
1988507,13
1988507,12
1988508,8
1988509,8
1988510,8
1988511,12
1988511,8
1988512,4
1988513,4
1988514,4
1988515,8
1988515,4
1988516,0
1988517,0
1988518,0
1988519,4
1988519,0
1988523,0
1988764,0
1988768,1
1988771,0
1988772,2
1988775,1
1988776,3
1988778,0
1988779,2
1988780,7
1988782,1
1988783,3
1988784,11
1988785,0
1988786,2
1988787,7
1988788,15
1988789,1
1988790,3
1988791,11
1988792,0
1988793,0
1988793,2
1988794,7
1988795,15
1988796,1
1988797,3
1988797,1
1988798,11
1988800,2
1988801,2
1988801,7
1988802,15
1988804,3
1988805,11
1988805,3
1988808,7
1988809,7
1988809,15
1988812,11
1988813,11
1988816,15
1988817,15
1988852,15
1988856,14
1988860,13
1988864,12
1988868,8
1988872,4
1988874,15
1988875,15
1988876,0
1988876,15
1988877,15
1988878,14
1988879,14
1988880,14
1988881,15
1988881,14
1988882,13
1988883,13
1988884,13
1988885,14
1988885,13
1988886,12
1988887,12
1988888,12
1988889,13
1988889,12
1988890,8
1988891,8
1988892,8
1988893,12
1988893,8
1988894,4
1988895,4
1988896,4
1988897,8
1988897,4
1988898,0
1988899,0
1988900,0
1988901,4
1988901,0
1988905,0
1989146,0
1989153,0
1989160,0
1989167,0
1989174,0
1989175,0
1989210,0
1989232,0
1989233,0
1989234,0
1989235,0
1989239,0
1989480,0
1989484,1
1989487,0
1989491,1
1989494,0
1989498,1
1989501,0
1989505,1
1989508,0
1989509,0
1989512,1
1989513,1
1989548,1
1989552,0
1989570,1
1989571,1
1989572,1
1989573,1
1989574,0
1989575,0
1989576,0
1989577,1
1989577,0
1989581,0
1990104,0
1990108,4
1990111,0
1990115,4
1990118,0
1990122,4
1990125,0
1990129,4
1990132,0
1990133,0
1990136,4
1990137,4
1990172,4
1990176,0
1990194,4
1990195,4
1990196,4
1990197,4
1990198,0
1990199,0
1990200,0
1990201,4
1990201,0
1990205,0
1990220,0
1990224,4
1990227,0
1990228,8
1990231,4
1990234,0
1990235,8
1990238,4
1990241,0
1990242,8
1990245,4
1990248,0
1990249,0
1990249,8
1990252,4
1990253,4
1990256,8
1990257,8
1990292,8
1990296,4
1990300,0
1990314,8
1990315,8
1990316,8
1990317,8
1990318,4
1990319,4
1990320,4
1990321,8
1990321,4
1990322,0
1990323,0
1990324,0
1990325,4
1990325,0
1990329,0
1990494,0
1990498,1
1990501,0
1990502,2
1990505,1
1990506,6
1990508,0
1990509,2
1990512,1
1990513,6
1990515,0
1990516,2
1990519,1
1990520,6
1990522,0
1990523,0
1990523,2
1990526,1
1990527,6
1990527,1
1990530,2
1990531,2
1990534,6
1990535,6
1990570,6
1990574,5
1990578,4
1990582,0
1990592,6
1990593,6
1990594,6
1990595,6
1990596,5
1990597,5
1990598,5
1990599,6
1990599,5
1990600,4
1990601,4
1990602,4
1990603,5
1990603,4
1990604,0
1990605,0
1990606,0
1990607,4
1990607,0
1990611,0
1991036,0
1991040,1
1991043,0
1991044,5
1991047,1
1991050,0
1991051,5
1991054,1
1991057,0
1991058,5
1991061,1
1991064,0
1991065,0
1991065,5
1991068,1
1991069,1
1991072,5
1991073,5
1991108,5
1991112,4
1991116,0
1991130,5
1991131,5
1991132,5
1991133,5
1991134,4
1991135,4
1991136,4
1991137,5
1991137,4
1991138,0
1991139,0
1991140,0
1991141,4
1991141,0
1991145,0
1991160,0
1991164,1
1991167,0
1991168,5
1991171,1
1991172,9
1991174,0
1991175,5
1991178,1
1991179,9
1991181,0
1991182,5
1991185,1
1991186,9
1991188,0
1991189,0
1991189,5
1991192,1
1991193,9
1991193,1
1991196,5
1991197,5
1991200,9
1991201,9
1991236,9
1991240,8
1991244,4
1991248,0
1991258,9
1991259,9
1991260,9
1991261,9
1991262,8
1991263,8
1991264,8
1991265,9
1991265,8
1991266,4
1991267,4
1991268,4
1991269,8
1991269,4
1991270,0
1991271,0
1991272,0
1991273,4
1991273,0
1991277,0
1991442,0
1991446,1
1991449,0
1991450,2
1991453,1
1991454,3
1991456,0
1991457,2
1991458,7
1991460,1
1991461,3
1991463,0
1991464,2
1991465,7
1991467,1
1991468,3
1991470,0
1991471,0
1991471,2
1991472,7
1991474,1
1991475,3
1991475,1
1991478,2
1991479,2
1991479,7
1991482,3
1991483,3
1991486,7
1991487,7
1991522,7
1991526,6
1991530,5
1991534,4
1991538,0
1991544,7
1991545,7
1991546,7
1991547,7
1991548,6
1991549,6
1991550,6
1991551,7
1991551,6
1991552,5
1991553,5
1991554,5
1991555,6
1991555,5
1991556,4
1991557,4
1991558,4
1991559,5
1991559,4
1991560,0
1991561,0
1991562,0
1991563,4
1991563,0
1991567,0
2003736,0
2003740,4
2003743,0
2003747,4
2003750,0
2003754,4
2003757,0
2003761,4
2003764,0
2003765,0
2003768,4
2003769,4
2003804,4
2003808,0
2003826,4
2003827,4
2003828,4
2003829,4
2003830,0
2003831,0
2003832,0
2003833,4
2003833,0
2003837,0
2004078,0
2004082,1
2004085,0
2004086,5
2004089,1
2004092,0
2004093,5
2004096,1
2004099,0
2004100,5
2004103,1
2004106,0
2004107,0
2004107,5
2004110,1
2004111,1
2004114,5
2004115,5
2004150,5
2004154,4
2004158,0
2004172,5
2004173,5
2004174,5
2004175,5
2004176,4
2004177,4
2004178,4
2004179,5
2004179,4
2004180,0
2004181,0
2004182,0
2004183,4
2004183,0
2004187,0
2004428,0
2004432,1
2004435,0
2004436,2
2004439,1
2004440,6
2004442,0
2004443,2
2004446,1
2004447,6
2004449,0
2004450,2
2004453,1
2004454,6
2004456,0
2004457,0
2004457,2
2004460,1
2004461,6
2004461,1
2004464,2
2004465,2
2004468,6
2004469,6
2004504,6
2004508,5
2004512,4
2004516,0
2004526,6
2004527,6
2004528,6
2004529,6
2004530,5
2004531,5
2004532,5
2004533,6
2004533,5
2004534,4
2004535,4
2004536,4
2004537,5
2004537,4
2004538,0
2004539,0
2004540,0
2004541,4
2004541,0
2004545,0
2004786,0
2004790,1
2004793,0
2004794,2
2004797,1
2004798,3
2004800,0
2004801,2
2004802,7
2004804,1
2004805,3
2004807,0
2004808,2
2004809,7
2004811,1
2004812,3
2004814,0
2004815,0
2004815,2
2004816,7
2004818,1
2004819,3
2004819,1
2004822,2
2004823,2
2004823,7
2004826,3
2004827,3
2004830,7
2004831,7
2004866,7
2004870,6
2004874,5
2004878,4
2004882,0
2004888,7
2004889,7
2004890,7
2004891,7
2004892,6
2004893,6
2004894,6
2004895,7
2004895,6
2004896,5
2004897,5
2004898,5
2004899,6
2004899,5
2004900,4
2004901,4
2004902,4
2004903,5
2004903,4
2004904,0
2004905,0
2004906,0
2004907,4
2004907,0
2004911,0
2004936,0
2004940,1
2004943,0
2004944,2
2004947,1
2004948,3
2004950,0
2004951,2
2004952,7
2004954,1
2004955,3
2004957,0
2004958,2
2004959,7
2004961,1
2004962,3
2004964,0
2004965,0
2004965,2
2004966,7
2004968,1
2004969,3
2004969,1
2004972,2
2004973,2
2004973,7
2004976,3
2004977,3
2004980,7
2004981,7
2005016,7
2005020,6
2005024,5
2005028,4
2005032,0
2005038,7
2005039,7
2005040,7
2005041,7
2005042,6
2005043,6
2005044,6
2005045,7
2005045,6
2005046,5
2005047,5
2005048,5
2005049,6
2005049,5
2005050,4
2005051,4
2005052,4
2005053,5
2005053,4
2005054,0
2005055,0
2005056,0
2005057,4
2005057,0
2005061,0
2005110,0
2005114,1
2005117,0
2005118,2
2005121,1
2005122,3
2005124,0
2005125,2
2005126,7
2005128,1
2005129,3
2005131,0
2005132,2
2005133,7
2005135,1
2005136,3
2005138,0
2005139,0
2005139,2
2005140,7
2005142,1
2005143,3
2005143,1
2005146,2
2005147,2
2005147,7
2005150,3
2005151,3
2005154,7
2005155,7
2005190,7
2005194,6
2005198,5
2005202,4
2005206,0
2005212,7
2005213,7
2005214,7
2005215,7
2005216,6
2005217,6
2005218,6
2005219,7
2005219,6
2005220,5
2005221,5
2005222,5
2005223,6
2005223,5
2005224,4
2005225,4
2005226,4
2005227,5
2005227,4
2005228,0
2005229,0
2005230,0
2005231,4
2005231,0
2005235,0
2005246,0
2005250,1
2005253,0
2005254,2
2005257,1
2005258,3
2005260,0
2005261,2
2005262,7
2005264,1
2005265,3
2005267,0
2005268,2
2005269,7
2005271,1
2005272,3
2005274,0
2005275,0
2005275,2
2005276,7
2005278,1
2005279,3
2005279,1
2005282,2
2005283,2
2005283,7
2005286,3
2005287,3
2005290,7
2005291,7
2005326,7
2005330,6
2005334,5
2005338,4
2005342,0
2005348,7
2005349,7
2005350,7
2005351,7
2005352,6
2005353,6
2005354,6
2005355,7
2005355,6
2005356,5
2005357,5
2005358,5
2005359,6
2005359,5
2005360,4
2005361,4
2005362,4
2005363,5
2005363,4
2005364,0
2005365,0
2005366,0
2005367,4
2005367,0
2005371,0
2005396,0
2005400,1
2005403,0
2005404,2
2005407,1
2005408,3
2005410,0
2005411,2
2005412,7
2005414,1
2005415,3
2005417,0
2005418,2
2005419,7
2005421,1
2005422,3
2005424,0
2005425,0
2005425,2
2005426,7
2005428,1
2005429,3
2005429,1
2005432,2
2005433,2
2005433,7
2005436,3
2005437,3
2005440,7
2005441,7
2005476,7
2005480,6
2005484,5
2005488,4
2005492,0
2005498,7
2005499,7
2005500,7
2005501,7
2005502,6
2005503,6
2005504,6
2005505,7
2005505,6
2005506,5
2005507,5
2005508,5
2005509,6
2005509,5
2005510,4
2005511,4
2005512,4
2005513,5
2005513,4
2005514,0
2005515,0
2005516,0
2005517,4
2005517,0
2005521,0
2005570,0
2005574,1
2005577,0
2005578,2
2005581,1
2005582,3
2005584,0
2005585,2
2005586,7
2005588,1
2005589,3
2005591,0
2005592,2
2005593,7
2005595,1
2005596,3
2005598,0
2005599,0
2005599,2
2005600,7
2005602,1
2005603,3
2005603,1
2005606,2
2005607,2
2005607,7
2005610,3
2005611,3
2005614,7
2005615,7
2005650,7
2005654,6
2005658,5
2005662,4
2005666,0
2005672,7
2005673,7
2005674,7
2005675,7
2005676,6
2005677,6
2005678,6
2005679,7
2005679,6
2005680,5
2005681,5
2005682,5
2005683,6
2005683,5
2005684,4
2005685,4
2005686,4
2005687,5
2005687,4
2005688,0
2005689,0
2005690,0
2005691,4
2005691,0
2005695,0
2005706,0
2005710,1
2005713,0
2005714,2
2005717,1
2005718,3
2005720,0
2005721,2
2005722,7
2005724,1
2005725,3
2005727,0
2005728,2
2005729,7
2005731,1
2005732,3
2005734,0
2005735,0
2005735,2
2005736,7
2005738,1
2005739,3
2005739,1
2005742,2
2005743,2
2005743,7
2005746,3
2005747,3
2005750,7
2005751,7
2005786,7
2005790,6
2005794,5
2005798,4
2005802,0
2005808,7
2005809,7
2005810,7
2005811,7
2005812,6
2005813,6
2005814,6
2005815,7
2005815,6
2005816,5
2005817,5
2005818,5
2005819,6
2005819,5
2005820,4
2005821,4
2005822,4
2005823,5
2005823,4
2005824,0
2005825,0
2005826,0
2005827,4
2005827,0
2005831,0
2005856,0
2005860,1
2005863,0
2005864,2
2005867,1
2005868,3
2005870,0
2005871,2
2005872,7
2005874,1
2005875,3
2005877,0
2005878,2
2005879,7
2005881,1
2005882,3
2005884,0
2005885,0
2005885,2
2005886,7
2005888,1
2005889,3
2005889,1
2005892,2
2005893,2
2005893,7
2005896,3
2005897,3
2005900,7
2005901,7
2005936,7
2005940,6
2005944,5
2005948,4
2005952,0
2005958,7
2005959,7
2005960,7
2005961,7
2005962,6
2005963,6
2005964,6
2005965,7
2005965,6
2005966,5
2005967,5
2005968,5
2005969,6
2005969,5
2005970,4
2005971,4
2005972,4
2005973,5
2005973,4
2005974,0
2005975,0
2005976,0
2005977,4
2005977,0
2005981,0
2006030,0
2006034,1
2006037,0
2006038,2
2006041,1
2006042,3
2006044,0
2006045,2
2006046,7
2006048,1
2006049,3
2006051,0
2006052,2
2006053,7
2006055,1
2006056,3
2006058,0
2006059,0
2006059,2
2006060,7
2006062,1
2006063,3
2006063,1
2006066,2
2006067,2
2006067,7
2006070,3
2006071,3
2006074,7
2006075,7
2006110,7
2006114,6
2006118,5
2006122,4
2006126,0
2006132,7
2006133,7
2006134,7
2006135,7
2006136,6
2006137,6
2006138,6
2006139,7
2006139,6
2006140,5
2006141,5
2006142,5
2006143,6
2006143,5
2006144,4
2006145,4
2006146,4
2006147,5
2006147,4
2006148,0
2006149,0
2006150,0
2006151,4
2006151,0
2006155,0
2006166,0
2006170,1
2006173,0
2006174,2
2006177,1
2006178,3
2006180,0
2006181,2
2006182,7
2006184,1
2006185,3
2006187,0
2006188,2
2006189,7
2006191,1
2006192,3
2006194,0
2006195,0
2006195,2
2006196,7
2006198,1
2006199,3
2006199,1
2006202,2
2006203,2
2006203,7
2006206,3
2006207,3
2006210,7
2006211,7
2006246,7
2006250,6
2006254,5
2006258,4
2006262,0
2006268,7
2006269,7
2006270,7
2006271,7
2006272,6
2006273,6
2006274,6
2006275,7
2006275,6
2006276,5
2006277,5
2006278,5
2006279,6
2006279,5
2006280,4
2006281,4
2006282,4
2006283,5
2006283,4
2006284,0
2006285,0
2006286,0
2006287,4
2006287,0
2006291,0
2006316,0
2006320,1
2006323,0
2006324,2
2006327,1
2006328,3
2006330,0
2006331,2
2006332,7
2006334,1
2006335,3
2006337,0
2006338,2
2006339,7
2006341,1
2006342,3
2006344,0
2006345,0
2006345,2
2006346,7
2006348,1
2006349,3
2006349,1
2006352,2
2006353,2
2006353,7
2006356,3
2006357,3
2006360,7
2006361,7
2006396,7
2006400,6
2006404,5
2006408,4
2006412,0
2006418,7
2006419,7
2006420,7
2006421,7
2006422,6
2006423,6
2006424,6
2006425,7
2006425,6
2006426,5
2006427,5
2006428,5
2006429,6
2006429,5
2006430,4
2006431,4
2006432,4
2006433,5
2006433,4
2006434,0
2006435,0
2006436,0
2006437,4
2006437,0
2006441,0
2006490,0
2006494,1
2006497,0
2006498,2
2006501,1
2006502,3
2006504,0
2006505,2
2006506,7
2006508,1
2006509,3
2006511,0
2006512,2
2006513,7
2006515,1
2006516,3
2006518,0
2006519,0
2006519,2
2006520,7
2006522,1
2006523,3
2006523,1
2006526,2
2006527,2
2006527,7
2006530,3
2006531,3
2006534,7
2006535,7
2006570,7
2006574,6
2006578,5
2006582,4
2006586,0
2006592,7
2006593,7
2006594,7
2006595,7
2006596,6
2006597,6
2006598,6
2006599,7
2006599,6
2006600,5
2006601,5
2006602,5
2006603,6
2006603,5
2006604,4
2006605,4
2006606,4
2006607,5
2006607,4
2006608,0
2006609,0
2006610,0
2006611,4
2006611,0
2006615,0
2006626,0
2006630,4
2006633,0
2006634,8
2006637,4
2006640,0
2006641,8
2006644,4
2006647,0
2006648,8
2006651,4
2006654,0
2006655,0
2006655,8
2006658,4
2006659,4
2006662,8
2006663,8
2006698,8
2006702,4
2006706,0
2006720,8
2006721,8
2006722,8
2006723,8
2006724,4
2006725,4
2006726,4
2006727,8
2006727,4
2006728,0
2006729,0
2006730,0
2006731,4
2006731,0
2006735,0
2006760,0
2006764,4
2006767,0
2006768,8
2006771,4
2006774,0
2006775,8
2006778,4
2006781,0
2006782,8
2006785,4
2006788,0
2006789,0
2006789,8
2006792,4
2006793,4
2006796,8
2006797,8
2006832,8
2006836,4
2006840,0
2006856,8
2006857,8
2006858,8
2006859,8
2006860,4
2006861,4
2006862,4
2006863,8
2006863,4
2006864,0
2006865,0
2006866,0
2006867,4
2006867,0
2006871,0
2006922,0
2006926,4
2006929,0
2006930,8
2006933,4
2006936,0
2006937,8
2006940,4
2006943,0
2006944,8
2006947,4
2006950,0
2006951,0
2006951,8
2006954,4
2006955,4
2006958,8
2006959,8
2006994,8
2006998,4
2007002,0
2007016,8
2007017,8
2007018,8
2007019,8
2007020,4
2007021,4
2007022,4
2007023,8
2007023,4
2007024,0
2007025,0
2007026,0
2007027,4
2007027,0
2007031,0
2007056,0
2007060,4
2007063,0
2007064,8
2007067,4
2007070,0
2007071,8
2007074,4
2007077,0
2007078,8
2007081,4
2007084,0
2007085,0
2007085,8
2007088,4
2007089,4
2007092,8
2007093,8
2007128,8
2007132,4
2007136,0
2007150,8
2007151,8
2007152,8
2007153,8
2007154,4
2007155,4
2007156,4
2007157,8
2007157,4
2007158,0
2007159,0
2007160,0
2007161,4
2007161,0
2007165,0
2007216,0
2007220,4
2007223,0
2007224,8
2007227,4
2007230,0
2007231,8
2007234,4
2007237,0
2007238,8
2007241,4
2007244,0
2007245,0
2007245,8
2007248,4
2007249,4
2007252,8
2007253,8
2007288,8
2007292,4
2007296,0
2007310,8
2007311,8
2007312,8
2007313,8
2007314,4
2007315,4
2007316,4
2007317,8
2007317,4
2007318,0
2007319,0
2007320,0
2007321,4
2007321,0
2007325,0
2007350,0
2007354,4
2007357,0
2007358,8
2007361,4
2007364,0
2007365,8
2007368,4
2007371,0
2007372,8
2007375,4
2007378,0
2007379,0
2007379,8
2007382,4
2007383,4
2007386,8
2007387,8
2007422,8
2007426,4
2007430,0
2007444,8
2007445,8
2007446,8
2007447,8
2007448,4
2007449,4
2007450,4
2007451,8
2007451,4
2007452,0
2007453,0
2007454,0
2007455,4
2007455,0
2007459,0
2007510,0
2007514,4
2007517,0
2007518,8
2007521,4
2007524,0
2007525,8
2007528,4
2007531,0
2007532,8
2007535,4
2007538,0
2007539,0
2007539,8
2007542,4
2007543,4
2007546,8
2007547,8
2007582,8
2007586,4
2007590,0
2007604,8
2007605,8
2007606,8
2007607,8
2007608,4
2007609,4
2007610,4
2007611,8
2007611,4
2007612,0
2007613,0
2007614,0
2007615,4
2007615,0
2007619,0
2007644,0
2007648,4
2007651,0
2007652,8
2007655,4
2007658,0
2007659,8
2007662,4
2007665,0
2007666,8
2007669,4
2007672,0
2007673,0
2007673,8
2007676,4
2007677,4
2007680,8
2007681,8
2007720,8
2007724,4
2007728,0
2007742,8
2007743,8
2007744,8
2007745,8
2007746,4
2007747,4
2007748,4
2007749,8
2007749,4
2007750,0
2007751,0
2007752,0
2007753,4
2007753,0
2007757,0
2007808,0
2007812,1
2007815,0
2007816,5
2007819,1
2007820,9
2007822,0
2007823,5
2007826,1
2007827,9
2007829,0
2007830,5
2007833,1
2007834,9
2007836,0
2007837,0
2007837,5
2007840,1
2007841,9
2007841,1
2007844,5
2007845,5
2007848,9
2007849,9
2007884,9
2007888,8
2007892,4
2007896,0
2007906,9
2007907,9
2007908,9
2007909,9
2007910,8
2007911,8
2007912,8
2007913,9
2007913,8
2007914,4
2007915,4
2007916,4
2007917,8
2007917,4
2007918,0
2007919,0
2007920,0
2007921,4
2007921,0
2007925,0
2008166,0
2008170,1
2008173,0
2008174,2
2008177,1
2008178,6
2008180,0
2008181,2
2008182,10
2008184,1
2008185,6
2008187,0
2008188,2
2008189,10
2008191,1
2008192,6
2008194,0
2008195,0
2008195,2
2008196,10
2008198,1
2008199,6
2008199,1
2008202,2
2008203,2
2008203,10
2008206,6
2008207,6
2008210,10
2008211,10
2008246,10
2008250,9
2008254,8
2008258,4
2008262,0
2008268,10
2008269,10
2008270,10
2008271,10
2008272,9
2008273,9
2008274,9
