Index,Router,Time
47163,10,430639
47164,9,430640
47165,9,430641
47166,9,430642
47167,10,430643
47168,9,430643
47169,8,430644
47170,8,430645
47171,8,430646
47172,9,430647
47173,8,430647
47174,4,430648
47175,4,430649
47176,4,430650
47177,8,430651
47178,4,430651
47179,0,430652
47180,0,430653
47181,0,430654
47182,4,430655
47183,0,430655
47184,0,430659
47185,0,432540
47186,1,432544
47187,0,432547
47188,2,432548
47189,1,432551
47190,3,432552
47191,0,432554
47192,2,432555
47193,7,432556
47194,1,432558
47195,3,432559
47196,11,432560
47197,0,432561
47198,2,432562
47199,7,432563
47200,1,432565
47201,3,432566
47202,11,432567
47203,0,432568
47204,0,432569
47205,2,432569
47206,7,432570
47207,1,432572
47208,3,432573
47209,1,432573
47210,11,432574
47211,2,432576
47212,2,432577
47213,7,432577
47214,3,432580
47215,11,432581
47216,3,432581
47217,7,432584
47218,7,432585
47219,11,432588
47220,11,432589
47221,11,432624
47222,10,432628
47223,9,432632
47224,8,432636
47225,4,432640
47226,0,432644
47227,11,432646
47228,11,432647
47229,11,432648
47230,11,432649
47231,10,432650
47232,10,432651
47233,10,432652
47234,11,432653
47235,10,432653
47236,9,432654
47237,9,432655
47238,9,432656
47239,10,432657
47240,9,432657
47241,8,432658
47242,8,432659
47243,8,432660
47244,9,432661
47245,8,432661
47246,4,432662
47247,4,432663
47248,4,432664
47249,8,432665
47250,4,432665
47251,0,432666
47252,0,432667
47253,0,432668
47254,4,432669
47255,0,432669
47256,0,432673
47257,0,434554
47258,4,434558
47259,0,434561
47260,8,434562
47261,4,434565
47262,12,434566
47263,0,434568
47264,8,434569
47265,4,434572
47266,12,434573
47267,0,434575
47268,8,434576
47269,4,434579
47270,12,434580
47271,0,434582
47272,0,434583
47273,8,434583
47274,4,434586
47275,12,434587
47276,4,434587
47277,8,434590
47278,8,434591
47279,12,434594
47280,12,434595
47281,12,434630
47282,8,434634
47283,4,434638
47284,0,434642
47285,12,434654
47286,12,434655
47287,12,434656
47288,12,434657
47289,8,434658
47290,8,434659
47291,8,434660
47292,12,434661
47293,8,434661
47294,4,434662
47295,4,434663
47296,4,434664
47297,8,434665
47298,4,434665
47299,0,434666
47300,0,434667
47301,0,434668
47302,4,434669
47303,0,434669
47304,0,434673
47305,0,436554
47306,1,436558
47307,0,436561
47308,5,436562
47309,1,436565
47310,9,436566
47311,0,436568
47312,5,436569
47313,13,436570
47314,1,436572
47315,9,436573
47316,0,436575
47317,5,436576
47318,13,436577
47319,1,436579
47320,9,436580
47321,0,436582
47322,0,436583
47323,5,436583
47324,13,436584
47325,1,436586
47326,9,436587
47327,1,436587
47328,5,436590
47329,5,436591
47330,13,436591
47331,9,436594
47332,9,436595
47333,13,436598
47334,13,436599
47335,13,436634
47336,12,436638
47337,8,436642
47338,4,436646
47339,0,436650
47340,13,436656
47341,13,436657
47342,13,436658
47343,13,436659
47344,12,436660
47345,12,436661
47346,12,436662
47347,13,436663
47348,12,436663
47349,8,436664
47350,8,436665
47351,8,436666
47352,12,436667
47353,8,436667
47354,4,436668
47355,4,436669
47356,4,436670
47357,8,436671
47358,4,436671
47359,0,436672
47360,0,436673
47361,0,436674
47362,4,436675
47363,0,436675
47364,0,436679
47365,0,438560
47366,1,438564
47367,0,438567
47368,2,438568
47369,1,438571
47370,6,438572
47371,0,438574
47372,2,438575
47373,10,438576
47374,1,438578
47375,6,438579
47376,14,438580
47377,0,438581
47378,2,438582
47379,10,438583
47380,1,438585
47381,6,438586
47382,14,438587
47383,0,438588
47384,0,438589
47385,2,438589
47386,10,438590
47387,1,438592
47388,6,438593
47389,1,438593
47390,14,438594
47391,2,438596
47392,2,438597
47393,10,438597
47394,6,438600
47395,14,438601
47396,6,438601
47397,10,438604
47398,10,438605
47399,14,438608
47400,14,438609
47401,14,438644
47402,13,438648
47403,12,438652
47404,8,438656
47405,4,438660
47406,0,438664
47407,14,438666
47408,14,438667
47409,14,438668
47410,14,438669
47411,13,438670
47412,13,438671
47413,13,438672
47414,14,438673
47415,13,438673
47416,12,438674
47417,12,438675
47418,12,438676
47419,13,438677
47420,12,438677
47421,8,438678
47422,8,438679
47423,8,438680
47424,12,438681
47425,8,438681
47426,4,438682
47427,4,438683
47428,4,438684
47429,8,438685
47430,4,438685
47431,0,438686
47432,0,438687
47433,0,438688
47434,4,438689
47435,0,438689
47436,0,438693
47437,0,440574
47438,1,440578
47439,0,440581
47440,2,440582
47441,1,440585
47442,3,440586
47443,0,440588
47444,2,440589
47445,7,440590
47446,1,440592
47447,3,440593
47448,11,440594
47449,0,440595
47450,2,440596
47451,7,440597
47452,15,440598
47453,1,440599
47454,3,440600
47455,11,440601
47456,0,440602
47457,0,440603
47458,2,440603
47459,7,440604
47460,15,440605
47461,1,440606
47462,3,440607
47463,1,440607
47464,11,440608
47465,2,440610
47466,2,440611
47467,7,440611
47468,15,440612
47469,3,440614
47470,11,440615
47471,3,440615
47472,7,440618
47473,7,440619
47474,15,440619
47475,11,440622
47476,11,440623
47477,15,440626
47478,15,440627
47479,15,440662
47480,14,440666
47481,13,440670
47482,12,440674
47483,8,440678
47484,4,440682
47485,15,440684
47486,15,440685
47487,0,440686
47488,15,440686
47489,15,440687
47490,14,440688
47491,14,440689
47492,14,440690
47493,15,440691
47494,14,440691
47495,13,440692
47496,13,440693
47497,13,440694
47498,14,440695
47499,13,440695
47500,12,440696
47501,12,440697
47502,12,440698
47503,13,440699
47504,12,440699
47505,8,440700
47506,8,440701
47507,8,440702
47508,12,440703
47509,8,440703
47510,4,440704
47511,4,440705
47512,4,440706
47513,8,440707
47514,4,440707
47515,0,440708
47516,0,440709
47517,0,440710
47518,4,440711
47519,0,440711
47520,0,440715
47521,0,442596
47522,0,442603
47523,0,442610
47524,0,442617
47525,0,442624
47526,0,442625
47527,0,442660
47528,0,442682
47529,0,442683
47530,0,442684
47531,0,442685
47532,0,442689
47533,0,444570
47534,1,444574
47535,0,444577
47536,1,444581
47537,0,444584
47538,1,444588
47539,0,444591
47540,1,444595
47541,0,444598
47542,0,444599
47543,1,444602
47544,1,444603
47545,1,444638
47546,0,444642
47547,1,444660
47548,1,444661
47549,1,444662
47550,1,444663
47551,0,444664
47552,0,444665
47553,0,444666
47554,1,444667
47555,0,444667
47556,0,444671
47557,0,446342
47558,1,446346
47559,0,446349
47560,2,446350
47561,1,446353
47562,3,446354
47563,0,446356
47564,2,446357
47565,1,446360
47566,3,446361
47567,0,446363
47568,2,446364
47569,1,446367
47570,3,446368
47571,0,446370
47572,0,446371
47573,2,446371
47574,1,446374
47575,3,446375
47576,1,446375
47577,2,446378
47578,2,446379
47579,3,446382
47580,3,446383
47581,3,446418
47582,2,446422
47583,1,446426
47584,0,446430
47585,3,446440
47586,3,446441
47587,3,446442
47588,3,446443
47589,2,446444
47590,2,446445
47591,2,446446
47592,3,446447
47593,2,446447
47594,1,446448
47595,1,446449
47596,1,446450
47597,2,446451
47598,1,446451
47599,0,446452
47600,0,446453
47601,0,446454
47602,1,446455
47603,0,446455
47604,0,446459
47605,0,446530
47606,1,446534
47607,0,446537
47608,2,446538
47609,1,446541
47610,3,446542
47611,0,446544
47612,2,446545
47613,1,446548
47614,3,446549
47615,0,446551
47616,2,446552
47617,1,446555
47618,3,446556
47619,0,446558
47620,0,446559
47621,2,446559
47622,1,446562
47623,3,446563
47624,1,446563
47625,2,446566
47626,2,446567
47627,3,446570
47628,3,446571
47629,3,446606
47630,2,446610
47631,1,446614
47632,0,446618
47633,3,446628
47634,3,446629
47635,3,446630
47636,3,446631
47637,2,446632
47638,2,446633
47639,2,446634
47640,3,446635
47641,2,446635
47642,1,446636
47643,1,446637
47644,1,446638
47645,2,446639
47646,1,446639
47647,0,446640
47648,0,446641
47649,0,446642
47650,1,446643
47651,0,446643
47652,0,446647
47653,0,446840
47654,4,446844
47655,0,446847
47656,4,446851
47657,0,446854
47658,4,446858
47659,0,446861
47660,4,446865
47661,0,446868
47662,0,446869
47663,4,446872
47664,4,446873
47665,4,446908
47666,0,446912
47667,4,446930
47668,4,446931
47669,4,446932
47670,4,446933
47671,0,446934
47672,0,446935
47673,0,446936
47674,4,446937
47675,0,446937
47676,0,446941
47677,0,448822
47678,1,448826
47679,0,448829
47680,5,448830
47681,1,448833
47682,0,448836
47683,5,448837
47684,1,448840
47685,0,448843
47686,5,448844
47687,1,448847
47688,0,448850
47689,0,448851
47690,5,448851
47691,1,448854
47692,1,448855
47693,5,448858
47694,5,448859
47695,5,448894
47696,4,448898
47697,0,448902
47698,5,448916
47699,5,448917
47700,5,448918
47701,5,448919
47702,4,448920
47703,4,448921
47704,4,448922
47705,5,448923
47706,4,448923
47707,0,448924
47708,0,448925
47709,0,448926
47710,4,448927
47711,0,448927
47712,0,448931
47713,0,450812
47714,1,450816
47715,0,450819
47716,2,450820
47717,1,450823
47718,6,450824
47719,0,450826
47720,2,450827
47721,1,450830
47722,6,450831
47723,0,450833
47724,2,450834
47725,1,450837
47726,6,450838
47727,0,450840
47728,0,450841
47729,2,450841
47730,1,450844
47731,6,450845
47732,1,450845
47733,2,450848
47734,2,450849
47735,6,450852
47736,6,450853
47737,6,450888
47738,5,450892
47739,4,450896
47740,0,450900
47741,6,450910
47742,6,450911
47743,6,450912
47744,6,450913
47745,5,450914
47746,5,450915
47747,5,450916
47748,6,450917
47749,5,450917
47750,4,450918
47751,4,450919
47752,4,450920
47753,5,450921
47754,4,450921
47755,0,450922
47756,0,450923
47757,0,450924
47758,4,450925
47759,0,450925
47760,0,450929
47761,0,452810
47762,1,452814
47763,0,452817
47764,2,452818
47765,1,452821
47766,3,452822
47767,0,452824
47768,2,452825
47769,7,452826
47770,1,452828
47771,3,452829
47772,0,452831
47773,2,452832
47774,7,452833
47775,1,452835
47776,3,452836
47777,0,452838
47778,0,452839
47779,2,452839
47780,7,452840
47781,1,452842
47782,3,452843
47783,1,452843
47784,2,452846
47785,2,452847
47786,7,452847
47787,3,452850
47788,3,452851
47789,7,452854
47790,7,452855
47791,7,452890
47792,6,452894
47793,5,452898
47794,4,452902
47795,0,452906
47796,7,452912
47797,7,452913
47798,7,452914
47799,7,452915
47800,6,452916
47801,6,452917
47802,6,452918
47803,7,452919
47804,6,452919
47805,5,452920
47806,5,452921
47807,5,452922
47808,6,452923
47809,5,452923
47810,4,452924
47811,4,452925
47812,4,452926
47813,5,452927
47814,4,452927
47815,0,452928
47816,0,452929
47817,0,452930
47818,4,452931
47819,0,452931
47820,0,452935
47821,0,454816
47822,4,454820
47823,0,454823
47824,8,454824
47825,4,454827
47826,0,454830
47827,8,454831
47828,4,454834
47829,0,454837
47830,8,454838
47831,4,454841
47832,0,454844
47833,0,454845
47834,8,454845
47835,4,454848
47836,4,454849
47837,8,454852
47838,8,454853
47839,8,454888
47840,4,454892
47841,0,454896
47842,8,454910
47843,8,454911
47844,8,454912
47845,8,454913
47846,4,454914
47847,4,454915
47848,4,454916
47849,8,454917
47850,4,454917
47851,0,454918
47852,0,454919
47853,0,454920
47854,4,454921
47855,0,454921
47856,0,454925
47857,0,456806
47858,1,456810
47859,0,456813
47860,5,456814
47861,1,456817
47862,9,456818
47863,0,456820
47864,5,456821
47865,1,456824
47866,9,456825
47867,0,456827
47868,5,456828
47869,1,456831
47870,9,456832
47871,0,456834
47872,0,456835
47873,5,456835
47874,1,456838
47875,9,456839
47876,1,456839
47877,5,456842
47878,5,456843
47879,9,456846
47880,9,456847
47881,9,456882
47882,8,456886
47883,4,456890
47884,0,456894
47885,9,456904
47886,9,456905
47887,9,456906
47888,9,456907
47889,8,456908
47890,8,456909
47891,8,456910
47892,9,456911
47893,8,456911
47894,4,456912
47895,4,456913
47896,4,456914
47897,8,456915
47898,4,456915
47899,0,456916
47900,0,456917
47901,0,456918
47902,4,456919
47903,0,456919
47904,0,456923
47905,0,458804
47906,1,458808
47907,0,458811
47908,2,458812
47909,1,458815
47910,6,458816
47911,0,458818
47912,2,458819
47913,10,458820
47914,1,458822
47915,6,458823
47916,0,458825
47917,2,458826
47918,10,458827
47919,1,458829
47920,6,458830
47921,0,458832
47922,0,458833
47923,2,458833
47924,10,458834
47925,1,458836
47926,6,458837
47927,1,458837
47928,2,458840
47929,2,458841
47930,10,458841
47931,6,458844
47932,6,458845
47933,10,458848
47934,10,458849
47935,10,458884
47936,9,458888
47937,8,458892
47938,4,458896
47939,0,458900
47940,10,458906
47941,10,458907
47942,10,458908
47943,10,458909
47944,9,458910
47945,9,458911
47946,9,458912
47947,10,458913
47948,9,458913
47949,8,458914
47950,8,458915
47951,8,458916
47952,9,458917
47953,8,458917
47954,4,458918
47955,4,458919
47956,4,458920
47957,8,458921
47958,4,458921
47959,0,458922
47960,0,458923
47961,0,458924
47962,4,458925
47963,0,458925
47964,0,458929
47965,0,460810
47966,1,460814
47967,0,460817
47968,2,460818
47969,1,460821
47970,3,460822
47971,0,460824
47972,2,460825
47973,7,460826
47974,1,460828
47975,3,460829
47976,11,460830
47977,0,460831
47978,2,460832
47979,7,460833
47980,1,460835
47981,3,460836
47982,11,460837
47983,0,460838
47984,0,460839
47985,2,460839
47986,7,460840
47987,1,460842
47988,3,460843
47989,1,460843
47990,11,460844
47991,2,460846
47992,2,460847
47993,7,460847
47994,3,460850
47995,11,460851
47996,3,460851
47997,7,460854
47998,7,460855
47999,11,460858
48000,11,460859
48001,11,460894
48002,10,460898
48003,9,460902
48004,8,460906
48005,4,460910
48006,0,460914
48007,11,460916
48008,11,460917
48009,11,460918
48010,11,460919
48011,10,460920
48012,10,460921
48013,10,460922
48014,11,460923
48015,10,460923
48016,9,460924
48017,9,460925
48018,9,460926
48019,10,460927
48020,9,460927
48021,8,460928
48022,8,460929
48023,8,460930
48024,9,460931
48025,8,460931
48026,4,460932
48027,4,460933
48028,4,460934
48029,8,460935
48030,4,460935
48031,0,460936
48032,0,460937
48033,0,460938
48034,4,460939
48035,0,460939
48036,0,460943
48037,0,462614
48038,1,462618
48039,0,462621
48040,2,462622
48041,1,462625
48042,3,462626
48043,0,462628
48044,2,462629
48045,1,462632
48046,3,462633
48047,0,462635
48048,2,462636
48049,1,462639
48050,3,462640
48051,0,462642
48052,0,462643
48053,2,462643
48054,1,462646
48055,3,462647
48056,1,462647
48057,2,462650
48058,2,462651
48059,3,462654
48060,3,462655
48061,3,462690
48062,2,462694
48063,1,462698
48064,0,462702
48065,3,462712
48066,3,462713
48067,3,462714
48068,3,462715
48069,2,462716
48070,2,462717
48071,2,462718
48072,3,462719
48073,2,462719
48074,1,462720
48075,1,462721
48076,1,462722
48077,2,462723
48078,1,462723
48079,0,462724
48080,0,462725
48081,0,462726
48082,1,462727
48083,0,462727
48084,0,462731
48085,0,462802
48086,1,462806
48087,0,462809
48088,2,462810
48089,1,462813
48090,3,462814
48091,0,462816
48092,2,462817
48093,1,462820
48094,3,462821
48095,0,462823
48096,2,462824
48097,1,462827
48098,3,462828
48099,0,462830
48100,0,462831
48101,2,462831
48102,1,462834
48103,3,462835
48104,1,462835
48105,2,462838
48106,2,462839
48107,3,462842
48108,3,462843
48109,3,462892
48110,2,462896
48111,1,462900
48112,0,462904
48113,3,462914
48114,3,462915
48115,3,462916
48116,3,462917
48117,2,462918
48118,2,462919
48119,2,462920
48120,3,462921
48121,2,462921
48122,1,462922
48123,1,462923
48124,1,462924
48125,2,462925
48126,1,462925
48127,0,462926
48128,0,462927
48129,0,462928
48130,1,462929
48131,0,462929
48132,0,462933
48133,0,463126
48134,1,463130
48135,0,463133
48136,2,463134
48137,1,463137
48138,6,463138
48139,0,463140
48140,2,463141
48141,10,463142
48142,1,463144
48143,6,463145
48144,14,463146
48145,0,463147
48146,2,463148
48147,10,463149
48148,1,463151
48149,6,463152
48150,14,463153
48151,0,463154
48152,0,463155
48153,2,463155
48154,10,463156
48155,1,463158
48156,6,463159
48157,1,463159
48158,14,463160
48159,2,463162
48160,2,463163
48161,10,463163
48162,6,463166
48163,14,463167
48164,6,463167
48165,10,463170
48166,10,463171
48167,14,463174
48168,14,463175
48169,14,463210
48170,13,463214
48171,12,463218
48172,8,463222
48173,4,463226
48174,0,463230
48175,14,463232
48176,14,463233
48177,14,463234
48178,14,463235
48179,13,463236
48180,13,463237
48181,13,463238
48182,14,463239
48183,13,463239
48184,12,463240
48185,12,463241
48186,12,463242
48187,13,463243
48188,12,463243
48189,8,463244
48190,8,463245
48191,8,463246
48192,12,463247
48193,8,463247
48194,4,463248
48195,4,463249
48196,4,463250
48197,8,463251
48198,4,463251
48199,0,463252
48200,0,463253
48201,0,463254
48202,4,463255
48203,0,463255
48204,0,463259
48205,0,465140
48206,1,465144
48207,0,465147
48208,2,465148
48209,1,465151
48210,3,465152
48211,0,465154
48212,2,465155
48213,7,465156
48214,1,465158
48215,3,465159
48216,11,465160
48217,0,465161
48218,2,465162
48219,7,465163
48220,15,465164
48221,1,465165
48222,3,465166
48223,11,465167
48224,0,465168
48225,0,465169
48226,2,465169
48227,7,465170
48228,15,465171
48229,1,465172
48230,3,465173
48231,1,465173
48232,11,465174
48233,2,465176
48234,2,465177
48235,7,465177
48236,15,465178
48237,3,465180
48238,11,465181
48239,3,465181
48240,7,465184
48241,7,465185
48242,15,465185
48243,11,465188
48244,11,465189
48245,15,465192
48246,15,465193
48247,15,465228
48248,14,465232
48249,13,465236
48250,12,465240
48251,8,465244
48252,4,465248
48253,15,465250
48254,15,465251
48255,0,465252
48256,15,465252
48257,15,465253
48258,14,465254
48259,14,465255
48260,14,465256
48261,15,465257
48262,14,465257
48263,13,465258
48264,13,465259
48265,13,465260
48266,14,465261
48267,13,465261
48268,12,465262
48269,12,465263
48270,12,465264
48271,13,465265
48272,12,465265
48273,8,465266
48274,8,465267
48275,8,465268
48276,12,465269
48277,8,465269
48278,4,465270
48279,4,465271
48280,4,465272
48281,8,465273
48282,4,465273
48283,0,465274
48284,0,465275
48285,0,465276
48286,4,465277
48287,0,465277
48288,0,465281
48289,0,467162
48290,0,467169
48291,0,467176
48292,0,467183
48293,0,467190
48294,0,467191
48295,0,467226
48296,0,467248
48297,0,467249
48298,0,467250
48299,0,467251
48300,0,467255
48301,0,469136
48302,1,469140
48303,0,469143
48304,1,469147
48305,0,469150
48306,1,469154
48307,0,469157
48308,1,469161
48309,0,469164
48310,0,469165
48311,1,469168
48312,1,469169
48313,1,469204
48314,0,469208
48315,1,469226
48316,1,469227
48317,1,469228
48318,1,469229
48319,0,469230
48320,0,469231
48321,0,469232
48322,1,469233
48323,0,469233
48324,0,469237
48325,0,471118
48326,1,471122
48327,0,471125
48328,2,471126
48329,1,471129
48330,0,471132
48331,2,471133
48332,1,471136
48333,0,471139
48334,2,471140
48335,1,471143
48336,0,471146
48337,0,471147
48338,2,471147
48339,1,471150
48340,1,471151
48341,2,471154
48342,2,471155
48343,2,471190
48344,1,471194
48345,0,471198
48346,2,471212
48347,2,471213
48348,2,471214
48349,2,471215
48350,1,471216
48351,1,471217
48352,1,471218
48353,2,471219
48354,1,471219
48355,0,471220
48356,0,471221
48357,0,471222
48358,1,471223
48359,0,471223
48360,0,471227
48361,0,473108
48362,1,473112
48363,0,473115
48364,2,473116
48365,1,473119
48366,3,473120
48367,0,473122
48368,2,473123
48369,1,473126
48370,3,473127
48371,0,473129
48372,2,473130
48373,1,473133
48374,3,473134
48375,0,473136
48376,0,473137
48377,2,473137
48378,1,473140
48379,3,473141
48380,1,473141
48381,2,473144
48382,2,473145
48383,3,473148
48384,3,473149
48385,3,473184
48386,2,473188
48387,1,473192
48388,0,473196
48389,3,473206
48390,3,473207
48391,3,473208
48392,3,473209
48393,2,473210
48394,2,473211
48395,2,473212
48396,3,473213
48397,2,473213
48398,1,473214
48399,1,473215
48400,1,473216
48401,2,473217
48402,1,473217
48403,0,473218
48404,0,473219
48405,0,473220
48406,1,473221
48407,0,473221
48408,0,473225
48409,0,475106
48410,4,475110
48411,0,475113
48412,4,475117
48413,0,475120
48414,4,475124
48415,0,475127
48416,4,475131
48417,0,475134
48418,0,475135
48419,4,475138
48420,4,475139
48421,4,475174
48422,0,475178
48423,4,475196
48424,4,475197
48425,4,475198
48426,4,475199
48427,0,475200
48428,0,475201
48429,0,475202
48430,4,475203
48431,0,475203
48432,0,475207
48433,0,477088
48434,1,477092
48435,0,477095
48436,5,477096
48437,1,477099
48438,0,477102
48439,5,477103
48440,1,477106
48441,0,477109
48442,5,477110
48443,1,477113
48444,0,477116
48445,0,477117
48446,5,477117
48447,1,477120
48448,1,477121
48449,5,477124
48450,5,477125
48451,5,477160
48452,4,477164
48453,0,477168
48454,5,477182
48455,5,477183
48456,5,477184
48457,5,477185
48458,4,477186
48459,4,477187
48460,4,477188
48461,5,477189
48462,4,477189
48463,0,477190
48464,0,477191
48465,0,477192
48466,4,477193
48467,0,477193
48468,0,477197
48469,0,478868
48470,1,478872
48471,0,478875
48472,2,478876
48473,1,478879
48474,3,478880
48475,0,478882
48476,2,478883
48477,1,478886
48478,3,478887
48479,0,478889
48480,2,478890
48481,1,478893
48482,3,478894
48483,0,478896
48484,0,478897
48485,2,478897
48486,1,478900
48487,3,478901
48488,1,478901
48489,2,478904
48490,2,478905
48491,3,478908
48492,3,478909
48493,3,478944
48494,2,478948
48495,1,478952
48496,0,478956
48497,3,478966
48498,3,478967
48499,3,478968
48500,3,478969
48501,2,478970
48502,2,478971
48503,2,478972
48504,3,478973
48505,2,478973
48506,1,478974
48507,1,478975
48508,1,478976
48509,2,478977
48510,1,478977
48511,0,478978
48512,0,478979
48513,0,478980
48514,1,478981
48515,0,478981
48516,0,478985
48517,0,479056
48518,1,479060
48519,0,479063
48520,2,479064
48521,1,479067
48522,3,479068
48523,0,479070
48524,2,479071
48525,1,479074
48526,3,479075
48527,0,479077
48528,2,479078
48529,1,479081
48530,3,479082
48531,0,479084
48532,0,479085
48533,2,479085
48534,1,479088
48535,3,479089
48536,1,479089
48537,2,479092
48538,2,479093
48539,3,479096
48540,3,479097
48541,3,479132
48542,2,479136
48543,1,479140
48544,0,479144
48545,3,479154
48546,3,479155
48547,3,479156
48548,3,479157
48549,2,479158
48550,2,479159
48551,2,479160
48552,3,479161
48553,2,479161
48554,1,479162
48555,1,479163
48556,1,479164
48557,2,479165
48558,1,479165
48559,0,479166
48560,0,479167
48561,0,479168
48562,1,479169
48563,0,479169
48564,0,479173
48565,0,479366
48566,4,479370
48567,0,479373
48568,8,479374
48569,4,479377
48570,0,479380
48571,8,479381
48572,4,479384
48573,0,479387
48574,8,479388
48575,4,479391
48576,0,479394
48577,0,479395
48578,8,479395
48579,4,479398
48580,4,479399
48581,8,479402
48582,8,479403
48583,8,479438
48584,4,479442
48585,0,479446
48586,8,479460
48587,8,479461
48588,8,479462
48589,8,479463
48590,4,479464
48591,4,479465
48592,4,479466
48593,8,479467
48594,4,479467
48595,0,479468
48596,0,479469
48597,0,479470
48598,4,479471
48599,0,479471
48600,0,479475
48601,0,481356
48602,1,481360
48603,0,481363
48604,5,481364
48605,1,481367
48606,9,481368
48607,0,481370
48608,5,481371
48609,1,481374
48610,9,481375
48611,0,481377
48612,5,481378
48613,1,481381
48614,9,481382
48615,0,481384
48616,0,481385
48617,5,481385
48618,1,481388
48619,9,481389
48620,1,481389
48621,5,481392
48622,5,481393
48623,9,481396
48624,9,481397
48625,9,481432
48626,8,481436
48627,4,481440
48628,0,481444
48629,9,481454
48630,9,481455
48631,9,481456
48632,9,481457
48633,8,481458
48634,8,481459
48635,8,481460
48636,9,481461
48637,8,481461
48638,4,481462
48639,4,481463
48640,4,481464
48641,8,481465
48642,4,481465
48643,0,481466
48644,0,481467
48645,0,481468
48646,4,481469
48647,0,481469
48648,0,481473
48649,0,483354
48650,1,483358
48651,0,483361
48652,2,483362
48653,1,483365
48654,6,483366
48655,0,483368
48656,2,483369
48657,10,483370
48658,1,483372
48659,6,483373
48660,0,483375
48661,2,483376
48662,10,483377
48663,1,483379
48664,6,483380
48665,0,483382
48666,0,483383
48667,2,483383
48668,10,483384
48669,1,483386
48670,6,483387
48671,1,483387
48672,2,483390
48673,2,483391
48674,10,483391
48675,6,483394
48676,6,483395
48677,10,483398
48678,10,483399
48679,10,483434
48680,9,483438
48681,8,483442
48682,4,483446
48683,0,483450
48684,10,483456
48685,10,483457
48686,10,483458
48687,10,483459
48688,9,483460
48689,9,483461
48690,9,483462
48691,10,483463
48692,9,483463
48693,8,483464
48694,8,483465
48695,8,483466
48696,9,483467
48697,8,483467
48698,4,483468
48699,4,483469
48700,4,483470
48701,8,483471
48702,4,483471
48703,0,483472
48704,0,483473
48705,0,483474
48706,4,483475
48707,0,483475
48708,0,483479
48709,0,485360
48710,1,485364
48711,0,485367
48712,2,485368
48713,1,485371
48714,3,485372
48715,0,485374
48716,2,485375
48717,7,485376
48718,1,485378
48719,3,485379
48720,11,485380
48721,0,485381
48722,2,485382
48723,7,485383
48724,1,485385
48725,3,485386
48726,11,485387
48727,0,485388
48728,0,485389
48729,2,485389
48730,7,485390
48731,1,485392
48732,3,485393
48733,1,485393
48734,11,485394
48735,2,485396
48736,2,485397
48737,7,485397
48738,3,485400
48739,11,485401
48740,3,485401
48741,7,485404
48742,7,485405
48743,11,485408
48744,11,485409
48745,11,485444
48746,10,485448
48747,9,485452
48748,8,485456
48749,4,485460
48750,0,485464
48751,11,485466
48752,11,485467
48753,11,485468
48754,11,485469
48755,10,485470
48756,10,485471
48757,10,485472
48758,11,485473
48759,10,485473
48760,9,485474
48761,9,485475
48762,9,485476
48763,10,485477
48764,9,485477
48765,8,485478
48766,8,485479
48767,8,485480
48768,9,485481
48769,8,485481
48770,4,485482
48771,4,485483
48772,4,485484
48773,8,485485
48774,4,485485
48775,0,485486
48776,0,485487
48777,0,485488
48778,4,485489
48779,0,485489
48780,0,485493
48781,0,487374
48782,4,487378
48783,0,487381
48784,8,487382
48785,4,487385
48786,12,487386
48787,0,487388
48788,8,487389
48789,4,487392
48790,12,487393
48791,0,487395
48792,8,487396
48793,4,487399
48794,12,487400
48795,0,487402
48796,0,487403
48797,8,487403
48798,4,487406
48799,12,487407
48800,4,487407
48801,8,487410
48802,8,487411
48803,12,487414
48804,12,487415
48805,12,487450
48806,8,487454
48807,4,487458
48808,0,487462
48809,12,487472
48810,12,487473
48811,12,487474
48812,12,487475
48813,8,487476
48814,8,487477
48815,8,487478
48816,12,487479
48817,8,487479
48818,4,487480
48819,4,487481
48820,4,487482
48821,8,487483
48822,4,487483
48823,0,487484
48824,0,487485
48825,0,487486
48826,4,487487
48827,0,487487
48828,0,487491
48829,0,489372
48830,1,489376
48831,0,489379
48832,5,489380
48833,1,489383
48834,9,489384
48835,0,489386
48836,5,489387
48837,13,489388
48838,1,489390
48839,9,489391
48840,0,489393
48841,5,489394
48842,13,489395
48843,1,489397
48844,9,489398
48845,0,489400
48846,0,489401
48847,5,489401
48848,13,489402
48849,1,489404
48850,9,489405
48851,1,489405
48852,5,489408
48853,5,489409
48854,13,489409
48855,9,489412
48856,9,489413
48857,13,489416
48858,13,489417
48859,13,489452
48860,12,489456
48861,8,489460
48862,4,489464
48863,0,489468
48864,13,489474
48865,13,489475
48866,13,489476
48867,13,489477
48868,12,489478
48869,12,489479
48870,12,489480
48871,13,489481
48872,12,489481
48873,8,489482
48874,8,489483
48875,8,489484
48876,12,489485
48877,8,489485
48878,4,489486
48879,4,489487
48880,4,489488
48881,8,489489
48882,4,489489
48883,0,489490
48884,0,489491
48885,0,489492
48886,4,489493
48887,0,489493
48888,0,489497
48889,0,491378
48890,1,491382
48891,0,491385
48892,2,491386
48893,1,491389
48894,6,491390
48895,0,491392
48896,2,491393
48897,10,491394
48898,1,491396
48899,6,491397
48900,14,491398
48901,0,491399
48902,2,491400
48903,10,491401
48904,1,491403
48905,6,491404
48906,14,491405
48907,0,491406
48908,0,491407
48909,2,491407
48910,10,491408
